Campaign_Name,Placement_Name,Creative_Name,Site_Name,Date,Ad_Type,Environment,Device,Impressions,Clicks,CTR,Total_Conversions,Post_Click_Conversions,Post_View_Conversions,Click_Through_Conversions,View_Through_Conversions,Media_Cost,Revenue,ROAS,CPM,CPC,CPA,Viewable_Impressions,Measurable_Impressions,Viewability_Rate,Active_View_Viewable_Impressions,Active_View_Measurable_Impressions,Active_View_Eligible_Impressions,Active_View_Avg_Time_Seconds
Q3_Promo_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-27,Native,Mobile,Mobile,1922421,49313,2.57,4596,3906,690,3906,690,87879.0,679847.35,7.74,45.71,1.78,19.12,1730178,1922421,90.0,1730178,1922421,1922421,15.1
Flash_Sale_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-27,Video,Mobile,Mobile,2644916,64281,2.43,4651,3953,698,3953,698,130261.57,743148.95,5.71,49.25,2.03,28.01,2380424,2644916,90.0,2380424,2644916,2644916,13.0
Flash_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-27,Display,Mobile,Mobile,2106324,52378,2.49,4044,3437,607,3437,607,125283.86,774311.63,6.18,59.48,2.39,30.98,1895691,2106324,90.0,1895691,2106324,2106324,15.5
Holiday_Campaign_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-28,Display,Mobile,Mobile,2841265,55709,1.96,3820,3247,573,3247,573,124126.91,690695.43,5.56,43.69,2.23,32.49,2557138,2841265,90.0,2557138,2841265,2841265,10.0
Holiday_Campaign_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-28,Native,Desktop,Desktop,2130292,35829,1.68,2859,2430,429,2430,429,76174.6,499296.9,6.55,35.76,2.13,26.64,1917262,2130292,90.0,1917262,2130292,2130292,12.8
Black_Friday_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-28,Video,Desktop,Desktop,1113421,31783,2.85,3072,2611,461,2611,461,67394.44,476546.44,7.07,60.53,2.12,21.94,1002078,1113421,90.0,1002078,1113421,1113421,10.1
Black_Friday_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-28,Display,Desktop,Desktop,1129867,26525,2.35,1963,1668,295,1668,295,53837.84,336234.18,6.25,47.65,2.03,27.43,1016880,1129867,90.0,1016880,1129867,1129867,15.3
Cyber_Monday_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-28,Display,Desktop,Desktop,1589411,35892,2.26,3016,2563,453,2563,453,89564.13,549588.49,6.14,56.35,2.5,29.7,1430469,1589411,90.0,1430469,1589411,1589411,12.9
Cyber_Monday_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-28,Native,Desktop,Desktop,1748352,49934,2.86,4618,3925,693,3925,693,87626.22,802683.33,9.16,50.12,1.75,18.97,1573516,1748352,90.0,1573516,1748352,1748352,14.6
Summer_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-28,Display,Desktop,Desktop,2956108,61794,2.09,4140,3519,621,3519,621,136359.84,685297.53,5.03,46.13,2.21,32.94,2660497,2956108,90.0,2660497,2956108,2956108,11.7
Summer_Sale_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-28,Native,Desktop,Desktop,2211612,43273,1.96,3527,2997,530,2997,530,104447.35,621493.97,5.95,47.23,2.41,29.61,1990450,2211612,90.0,1990450,2211612,2211612,12.4
Back_To_School_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-28,Video,Mobile,Mobile,1512286,36894,2.44,3593,3054,539,3054,539,87035.96,635449.99,7.3,57.55,2.36,24.22,1361057,1512286,90.0,1361057,1512286,1512286,12.3
Back_To_School_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-28,Native,Mobile,Mobile,1484873,36432,2.45,2203,1872,331,1872,331,88352.0,358105.18,4.05,59.5,2.43,40.11,1336385,1484873,90.0,1336385,1484873,1484873,11.7
Spring_Launch_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-28,Native,Mobile,Mobile,1096656,23860,2.18,1983,1685,298,1685,298,46153.22,357522.44,7.75,42.09,1.93,23.27,986990,1096656,90.0,986990,1096656,1096656,13.4
Spring_Launch_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-28,Video,Desktop,Desktop,1588846,31028,1.95,2831,2406,425,2406,425,52438.11,512442.68,9.77,33.0,1.69,18.52,1429961,1588846,90.0,1429961,1588846,1588846,11.9
Valentine_Day_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-28,Video,Mobile,Mobile,2573678,56876,2.21,3200,2720,480,2720,480,142470.06,476442.63,3.34,55.36,2.5,44.52,2316310,2573678,90.0,2316310,2573678,2573678,9.9
Valentine_Day_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-28,Display,Mobile,Mobile,1644014,45817,2.79,3009,2557,452,2557,452,98858.25,514819.62,5.21,60.13,2.16,32.85,1479612,1644014,90.0,1479612,1644014,1644014,11.2
New_Year_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-28,Native,Mobile,Mobile,1288592,28373,2.2,2227,1892,335,1892,335,52675.34,427036.16,8.11,40.88,1.86,23.65,1159732,1288592,90.0,1159732,1288592,1288592,9.6
New_Year_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-28,Display,Desktop,Desktop,2633318,71346,2.71,4015,3412,603,3412,603,121584.41,648385.73,5.33,46.17,1.7,30.28,2369986,2633318,90.0,2369986,2633318,2633318,14.7
Q3_Promo_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-28,Native,Desktop,Desktop,1908420,50100,2.63,3526,2997,529,2997,529,125989.35,575342.4,4.57,66.02,2.51,35.73,1717578,1908420,90.0,1717578,1908420,1908420,14.8
Q3_Promo_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-28,Display,Mobile,Mobile,1720487,31456,1.83,2128,1808,320,1808,320,57937.21,321508.12,5.55,33.67,1.84,27.23,1548438,1720487,90.0,1548438,1720487,1720487,11.5
Flash_Sale_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-28,Display,Mobile,Mobile,1962480,43234,2.2,2338,1987,351,1987,351,88297.46,452071.66,5.12,44.99,2.04,37.77,1766232,1962480,90.0,1766232,1962480,1962480,11.4
Flash_Sale_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-28,Native,Mobile,Mobile,894665,17382,1.94,1531,1301,230,1301,230,33781.46,251173.25,7.44,37.76,1.94,22.06,805198,894665,90.0,805198,894665,894665,14.7
Holiday_Campaign_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-29,Native,Mobile,Mobile,2552623,55426,2.17,3067,2606,461,2606,461,101220.03,475942.62,4.7,39.65,1.83,33.0,2297360,2552623,90.0,2297360,2552623,2552623,12.2
Holiday_Campaign_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-29,Display,Desktop,Desktop,2924559,58723,2.01,4088,3474,614,3474,614,113502.42,657534.54,5.79,38.81,1.93,27.76,2632103,2924559,90.0,2632103,2924559,2924559,11.8
Black_Friday_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-29,Native,Mobile,Mobile,1574768,24758,1.57,1995,1695,300,1695,300,60054.33,330701.1,5.51,38.14,2.43,30.1,1417291,1574768,90.0,1417291,1574768,1574768,13.6
Black_Friday_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-29,Display,Mobile,Mobile,3111502,61825,1.99,3628,3083,545,3083,545,115271.38,534874.96,4.64,37.05,1.86,31.77,2800351,3111502,90.0,2800351,3111502,3111502,14.5
Cyber_Monday_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-29,Native,Mobile,Mobile,2524458,65056,2.58,4264,3624,640,3624,640,153267.03,683388.82,4.46,60.71,2.36,35.94,2272012,2524458,90.0,2272012,2524458,2524458,9.7
Cyber_Monday_2024,Video_Placement,Video_Creative,Shopping.com,2024-06-29,Video,Desktop,Desktop,1861901,51905,2.79,3692,3138,554,3138,554,109671.45,618468.19,5.64,58.9,2.11,29.71,1675710,1861901,90.0,1675710,1861901,1861901,12.2
Summer_Sale_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-29,Display,Mobile,Mobile,2282239,47873,2.1,3583,3045,538,3045,538,110379.87,543295.39,4.92,48.36,2.31,30.81,2054015,2282239,90.0,2054015,2282239,2282239,13.0
Summer_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-29,Video,Mobile,Mobile,2454712,50205,2.05,3876,3294,582,3294,582,114317.96,652021.35,5.7,46.57,2.28,29.49,2209240,2454712,90.0,2209240,2454712,2454712,11.3
Back_To_School_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-29,Display,Mobile,Mobile,2609525,74247,2.85,4621,3927,694,3927,694,180204.27,796276.27,4.42,69.06,2.43,39.0,2348572,2609525,90.0,2348572,2609525,2609525,12.1
Back_To_School_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-29,Video,Desktop,Desktop,3342184,91630,2.74,5934,5043,891,5043,891,181522.03,1115284.24,6.14,54.31,1.98,30.59,3007965,3342184,90.0,3007965,3342184,3342184,12.4
Spring_Launch_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-29,Display,Desktop,Desktop,1983370,55734,2.81,3470,2949,521,2949,521,122207.01,577143.37,4.72,61.62,2.19,35.22,1785033,1983370,90.0,1785033,1983370,1983370,12.1
Spring_Launch_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-29,Video,Mobile,Mobile,2134464,40115,1.88,2407,2045,362,2045,362,92653.01,433464.51,4.68,43.41,2.31,38.49,1921017,2134464,90.0,1921017,2134464,2134464,14.7
Valentine_Day_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-29,Display,Mobile,Mobile,1492508,25520,1.71,2463,2093,370,2093,370,46914.8,399924.53,8.52,31.43,1.84,19.05,1343257,1492508,90.0,1343257,1492508,1492508,14.1
Valentine_Day_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-29,Native,Desktop,Desktop,988544,17448,1.77,1604,1363,241,1363,241,34178.76,286225.45,8.37,34.57,1.96,21.31,889689,988544,90.0,889689,988544,988544,15.2
New_Year_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-29,Native,Desktop,Desktop,2990774,54359,1.82,3154,2680,474,2680,474,125146.32,486026.02,3.88,41.84,2.3,39.68,2691696,2990774,90.0,2691696,2990774,2990774,13.1
New_Year_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-29,Display,Mobile,Mobile,2582652,58861,2.28,4811,4089,722,4089,722,140957.34,761883.06,5.41,54.58,2.39,29.3,2324386,2582652,90.0,2324386,2582652,2582652,12.9
Q3_Promo_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-29,Display,Mobile,Mobile,1690967,33155,1.96,1771,1505,266,1505,266,72393.88,343747.17,4.75,42.81,2.18,40.88,1521870,1690967,90.0,1521870,1690967,1690967,14.5
Q3_Promo_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-29,Video,Desktop,Desktop,908904,22588,2.49,1488,1264,224,1264,224,52247.52,279895.11,5.36,57.48,2.31,35.11,818013,908904,90.0,818013,908904,908904,11.3
Flash_Sale_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-29,Video,Mobile,Mobile,1301431,25281,1.94,1561,1326,235,1326,235,55609.0,248657.49,4.47,42.73,2.2,35.62,1171287,1301431,90.0,1171287,1301431,1301431,9.0
Flash_Sale_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-29,Native,Desktop,Desktop,2304221,62089,2.69,4520,3842,678,3842,678,123935.22,694291.58,5.6,53.79,2.0,27.42,2073798,2304221,90.0,2073798,2304221,2304221,11.7
Holiday_Campaign_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-30,Native,Desktop,Desktop,1882063,53700,2.85,2892,2458,434,2458,434,100989.97,428016.23,4.24,53.66,1.88,34.92,1693856,1882063,90.0,1693856,1882063,1882063,15.2
Holiday_Campaign_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-30,Video,Mobile,Mobile,1326305,34365,2.59,2874,2442,432,2442,432,84522.32,418776.22,4.95,63.73,2.46,29.41,1193674,1326305,90.0,1193674,1326305,1326305,10.3
Black_Friday_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-30,Video,Mobile,Mobile,1686916,39009,2.31,3267,2776,491,2776,491,84392.19,568889.51,6.74,50.03,2.16,25.83,1518224,1686916,90.0,1518224,1686916,1686916,15.7
Black_Friday_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-30,Display,Mobile,Mobile,1290853,20526,1.59,1459,1240,219,1240,219,43286.86,237456.81,5.49,33.53,2.11,29.67,1161767,1290853,90.0,1161767,1290853,1290853,9.1
Cyber_Monday_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-30,Display,Mobile,Mobile,1629637,46084,2.83,2569,2183,386,2183,386,109035.2,396854.7,3.64,66.91,2.37,42.44,1466673,1629637,90.0,1466673,1629637,1629637,13.1
Cyber_Monday_2024,Video_Placement,Video_Creative,Shopping.com,2024-06-30,Video,Desktop,Desktop,2247079,44957,2.0,4121,3502,619,3502,619,112289.94,676750.72,6.03,49.97,2.5,27.25,2022371,2247079,90.0,2022371,2247079,2247079,13.6
Summer_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-30,Display,Desktop,Desktop,2950796,48438,1.64,2632,2237,395,2237,395,112844.08,433283.12,3.84,38.24,2.33,42.87,2655716,2950796,90.0,2655716,2950796,2950796,11.1
Summer_Sale_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-30,Native,Mobile,Mobile,1804887,29825,1.65,1926,1637,289,1637,289,71571.45,319070.67,4.46,39.65,2.4,37.16,1624398,1804887,90.0,1624398,1804887,1804887,13.1
Back_To_School_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-30,Display,Mobile,Mobile,1293298,35627,2.75,2089,1775,314,1775,314,66238.7,318565.41,4.81,51.22,1.86,31.71,1163968,1293298,90.0,1163968,1293298,1293298,12.5
Back_To_School_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-30,Video,Desktop,Desktop,3030801,57353,1.89,3378,2871,507,2871,507,116101.64,657238.57,5.66,38.31,2.02,34.37,2727720,3030801,90.0,2727720,3030801,3030801,8.8
Spring_Launch_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-30,Display,Mobile,Mobile,1053782,25539,2.42,2267,1926,341,1926,341,58913.37,336186.6,5.71,55.91,2.31,25.99,948403,1053782,90.0,948403,1053782,1053782,12.2
Spring_Launch_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-30,Native,Mobile,Mobile,1170098,27593,2.36,1544,1312,232,1312,232,47478.4,247205.88,5.21,40.58,1.72,30.75,1053088,1170098,90.0,1053088,1170098,1170098,15.8
Valentine_Day_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-30,Video,Desktop,Desktop,1182785,18277,1.55,1193,1014,179,1014,179,30974.0,190295.26,6.14,26.19,1.69,25.96,1064506,1182785,90.0,1064506,1182785,1182785,13.9
Valentine_Day_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-30,Display,Mobile,Mobile,2329621,60603,2.6,5663,4813,850,4813,850,120434.3,1067432.93,8.86,51.7,1.99,21.27,2096658,2329621,90.0,2096658,2329621,2329621,14.2
New_Year_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-30,Native,Desktop,Desktop,2476042,69331,2.8,6596,5606,990,5606,990,168750.79,1021150.46,6.05,68.15,2.43,25.58,2228437,2476042,90.0,2228437,2476042,2476042,10.3
New_Year_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-30,Display,Desktop,Desktop,3682852,76059,2.07,6722,5713,1009,5713,1009,171667.45,1232681.68,7.18,46.61,2.26,25.54,3314566,3682852,90.0,3314566,3682852,3682852,8.9
Q3_Promo_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-30,Video,Desktop,Desktop,1941425,51862,2.67,3866,3286,580,3286,580,117193.21,707685.01,6.04,60.36,2.26,30.31,1747282,1941425,90.0,1747282,1941425,1941425,9.7
Q3_Promo_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-30,Native,Mobile,Mobile,1364437,34061,2.5,1871,1590,281,1590,281,67004.53,357963.95,5.34,49.11,1.97,35.81,1227993,1364437,90.0,1227993,1364437,1364437,13.1
Flash_Sale_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-30,Video,Desktop,Desktop,2389946,46566,1.95,3778,3211,567,3211,567,89446.95,567331.73,6.34,37.43,1.92,23.68,2150951,2389946,90.0,2150951,2389946,2389946,16.2
Flash_Sale_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-30,Native,Mobile,Mobile,1408927,25202,1.79,2277,1935,342,1935,342,59322.46,442578.95,7.46,42.1,2.35,26.05,1268034,1408927,90.0,1268034,1408927,1408927,9.3
Holiday_Campaign_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-01,Display,Mobile,Mobile,1248247,26616,2.13,2106,1790,316,1790,316,45565.12,321329.01,7.05,36.5,1.71,21.64,1123422,1248247,90.0,1123422,1248247,1248247,14.0
Holiday_Campaign_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-01,Video,Mobile,Mobile,2182192,36189,1.66,3417,2904,513,2904,513,68542.02,648371.52,9.46,31.41,1.89,20.06,1963972,2182192,90.0,1963972,2182192,2182192,15.7
Black_Friday_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-01,Display,Mobile,Mobile,1886255,39305,2.08,2555,2171,384,2171,384,92689.09,394813.97,4.26,49.14,2.36,36.28,1697629,1886255,90.0,1697629,1886255,1886255,13.4
Black_Friday_2024,Video_Placement,Video_Creative,TechReview.com,2024-07-01,Video,Mobile,Mobile,2984796,55772,1.87,5395,4585,810,4585,810,133345.96,785225.79,5.89,44.68,2.39,24.72,2686316,2984796,90.0,2686316,2984796,2984796,11.9
Cyber_Monday_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-01,Native,Desktop,Desktop,2081054,56298,2.71,3625,3081,544,3081,544,141797.69,560802.21,3.95,68.14,2.52,39.12,1872948,2081054,90.0,1872948,2081054,2081054,10.6
Cyber_Monday_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-01,Display,Desktop,Desktop,2166629,37972,1.75,3512,2985,527,2985,527,67299.31,683607.95,10.16,31.06,1.77,19.16,1949966,2166629,90.0,1949966,2166629,2166629,15.3
Summer_Sale_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-01,Display,Mobile,Mobile,1352410,28096,2.08,2124,1805,319,1805,319,57971.62,413880.03,7.14,42.87,2.06,27.29,1217169,1352410,90.0,1217169,1352410,1352410,9.0
Summer_Sale_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-01,Native,Desktop,Desktop,2652697,74760,2.82,5167,4391,776,4391,776,150614.64,912989.98,6.06,56.78,2.01,29.15,2387427,2652697,90.0,2387427,2652697,2652697,15.6
Back_To_School_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-01,Display,Desktop,Desktop,1679563,46873,2.79,3056,2597,459,2597,459,110851.43,484583.03,4.37,66.0,2.36,36.27,1511606,1679563,90.0,1511606,1679563,1679563,9.3
Back_To_School_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-01,Native,Mobile,Mobile,2728093,58220,2.13,4080,3468,612,3468,612,118832.94,716816.79,6.03,43.56,2.04,29.13,2455283,2728093,90.0,2455283,2728093,2728093,10.7
Spring_Launch_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-01,Native,Mobile,Mobile,2277445,49605,2.18,2683,2280,403,2280,403,110122.78,500285.72,4.54,48.35,2.22,41.04,2049700,2277445,90.0,2049700,2277445,2277445,14.2
Spring_Launch_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-01,Display,Mobile,Mobile,1370526,31334,2.29,1681,1428,253,1428,253,76654.78,290747.76,3.79,55.93,2.45,45.6,1233473,1370526,90.0,1233473,1370526,1370526,11.1
Valentine_Day_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-01,Native,Desktop,Desktop,1984151,47832,2.41,3768,3202,566,3202,566,87905.06,623249.34,7.09,44.3,1.84,23.33,1785735,1984151,90.0,1785735,1984151,1984151,13.8
Valentine_Day_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-01,Display,Desktop,Desktop,1707593,37776,2.21,2416,2053,363,2053,363,65738.27,396950.09,6.04,38.5,1.74,27.21,1536833,1707593,90.0,1536833,1707593,1707593,14.2
New_Year_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-01,Native,Desktop,Desktop,1595417,40458,2.54,3342,2840,502,2840,502,85212.28,648495.85,7.61,53.41,2.11,25.5,1435875,1595417,90.0,1435875,1595417,1595417,15.4
New_Year_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-01,Display,Desktop,Desktop,2272845,51736,2.28,3362,2857,505,2857,505,126906.68,639426.7,5.04,55.84,2.45,37.75,2045560,2272845,90.0,2045560,2272845,2272845,14.3
Q3_Promo_2024,Video_Placement,Video_Creative,Shopping.com,2024-07-01,Video,Desktop,Desktop,2322467,57337,2.47,3663,3113,550,3113,550,105419.82,671134.11,6.37,45.39,1.84,28.78,2090220,2322467,90.0,2090220,2322467,2322467,15.9
Q3_Promo_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-01,Native,Desktop,Desktop,900609,15818,1.76,986,838,148,838,148,39368.56,177496.08,4.51,43.71,2.49,39.93,810548,900609,90.0,810548,900609,900609,13.8
Flash_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-07-01,Video,Desktop,Desktop,1073684,24153,2.25,1583,1345,238,1345,238,43712.59,291737.48,6.67,40.71,1.81,27.61,966315,1073684,90.0,966315,1073684,1073684,12.3
Flash_Sale_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-01,Display,Mobile,Mobile,1924179,45704,2.38,2830,2405,425,2405,425,95547.51,436389.47,4.57,49.66,2.09,33.76,1731761,1924179,90.0,1731761,1924179,1924179,14.4
Holiday_Campaign_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-02,Display,Mobile,Mobile,2453751,52094,2.12,4504,3828,676,3828,676,116381.17,742641.43,6.38,47.43,2.23,25.84,2208375,2453751,90.0,2208375,2453751,2453751,9.3
Holiday_Campaign_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-02,Native,Desktop,Desktop,2287928,35473,1.55,3034,2578,456,2578,456,87765.15,485865.44,5.54,38.36,2.47,28.93,2059135,2287928,90.0,2059135,2287928,2287928,9.3
Black_Friday_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-02,Display,Mobile,Mobile,1366689,26701,1.95,1944,1652,292,1652,292,56638.18,352820.14,6.23,41.44,2.12,29.13,1230020,1366689,90.0,1230020,1366689,1366689,15.5
Black_Friday_2024,Video_Placement,Video_Creative,TechReview.com,2024-07-02,Video,Desktop,Desktop,2669834,67417,2.53,3925,3336,589,3336,589,131879.64,590799.01,4.48,49.4,1.96,33.6,2402850,2669834,90.0,2402850,2669834,2669834,13.9
Cyber_Monday_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-02,Native,Desktop,Desktop,1904632,51683,2.71,3472,2951,521,2951,521,96995.78,550230.63,5.67,50.93,1.88,27.94,1714168,1904632,90.0,1714168,1904632,1904632,10.9
Cyber_Monday_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-02,Video,Desktop,Desktop,1833707,31466,1.72,1955,1661,294,1661,294,53078.8,287206.57,5.41,28.95,1.69,27.15,1650336,1833707,90.0,1650336,1833707,1833707,14.0
Summer_Sale_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-02,Native,Mobile,Mobile,2485707,69300,2.79,4891,4157,734,4157,734,142289.44,723645.42,5.09,57.24,2.05,29.09,2237136,2485707,90.0,2237136,2485707,2485707,9.9
Summer_Sale_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-02,Display,Desktop,Desktop,3265798,60425,1.85,5274,4482,792,4482,792,137332.2,963087.16,7.01,42.05,2.27,26.04,2939218,3265798,90.0,2939218,3265798,3265798,13.9
Back_To_School_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-07-02,Video,Mobile,Mobile,1495370,33821,2.26,2807,2385,422,2385,422,71767.85,435114.52,6.06,47.99,2.12,25.57,1345833,1495370,90.0,1345833,1495370,1495370,10.4
Back_To_School_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-02,Display,Desktop,Desktop,2618896,40812,1.56,3775,3208,567,3208,567,77760.88,555409.87,7.14,29.69,1.91,20.6,2357006,2618896,90.0,2357006,2618896,2618896,11.9
Spring_Launch_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-02,Native,Mobile,Mobile,1454806,30034,2.06,1931,1641,290,1641,290,64204.22,335595.06,5.23,44.13,2.14,33.25,1309325,1454806,90.0,1309325,1454806,1454806,14.4
Spring_Launch_2024,Video_Placement,Video_Creative,Shopping.com,2024-07-02,Video,Desktop,Desktop,1645904,40689,2.47,2144,1822,322,1822,322,68428.56,416686.29,6.09,41.58,1.68,31.92,1481313,1645904,90.0,1481313,1645904,1645904,10.7
Valentine_Day_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-02,Display,Desktop,Desktop,948901,23784,2.51,1871,1590,281,1590,281,49218.47,281470.29,5.72,51.87,2.07,26.31,854010,948901,90.0,854010,948901,948901,9.4
Valentine_Day_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-02,Native,Desktop,Desktop,2688579,45826,1.7,3304,2808,496,2808,496,105324.0,632990.71,6.01,39.17,2.3,31.88,2419721,2688579,90.0,2419721,2688579,2688579,15.3
New_Year_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-02,Display,Mobile,Mobile,2533022,50995,2.01,4804,4083,721,4083,721,114956.82,911371.03,7.93,45.38,2.25,23.93,2279719,2533022,90.0,2279719,2533022,2533022,9.4
New_Year_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-02,Native,Mobile,Mobile,2138045,45051,2.11,4043,3436,607,3436,607,91145.72,766621.55,8.41,42.63,2.02,22.54,1924240,2138045,90.0,1924240,2138045,2138045,10.5
Q3_Promo_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-07-02,Video,Mobile,Mobile,1284594,32691,2.54,2637,2241,396,2241,396,67005.96,494722.67,7.38,52.16,2.05,25.41,1156134,1284594,90.0,1156134,1284594,1284594,14.9
Q3_Promo_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-02,Native,Desktop,Desktop,1794313,47479,2.65,3230,2745,485,2745,485,104567.67,498445.13,4.77,58.28,2.2,32.37,1614881,1794313,90.0,1614881,1794313,1794313,10.7
Flash_Sale_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-02,Native,Mobile,Mobile,2297824,44928,1.96,2619,2226,393,2226,393,93681.67,446747.0,4.77,40.77,2.09,35.77,2068041,2297824,90.0,2068041,2297824,2297824,9.9
Flash_Sale_2024,Video_Placement,Video_Creative,Shopping.com,2024-07-02,Video,Desktop,Desktop,1292727,20408,1.58,1099,934,165,934,165,40433.35,167025.22,4.13,31.28,1.98,36.79,1163454,1292727,90.0,1163454,1292727,1292727,15.6
Holiday_Campaign_2024,Video_Placement,Video_Creative,Shopping.com,2024-07-03,Video,Desktop,Desktop,1135604,18477,1.63,1306,1110,196,1110,196,34028.56,192831.21,5.67,29.97,1.84,26.06,1022043,1135604,90.0,1022043,1135604,1135604,14.4
Holiday_Campaign_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-03,Display,Mobile,Mobile,1801448,29097,1.62,2140,1819,321,1819,321,49832.09,347899.85,6.98,27.66,1.71,23.29,1621303,1801448,90.0,1621303,1801448,1801448,11.5
