Campaign_Group,Campaign_Name,Ad_Name,Date,Objective,Ad_Format,Device,Job_Function,Seniority,Company_Size,Industry,Impressions,Clicks,CTR,Conversions,Conversion_Rate,Spend,CPC,Revenue,ROAS,Leads,Lead_Form_Completion_Rate,Engagement_Rate
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-06-23,Lead_Generation,Carousel,Mobile,Marketing,Director,1001-5000,Technology,371431,13349,3.59,707,5.3,29110.06,2.18,116399.32,4.0,707,67.81,3.59
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-06-23,Lead_Generation,Sponsored_Content,Desktop,Sales,VP,5001-10000,Technology,316502,7697,2.43,642,8.34,21357.61,2.77,115058.1,5.39,642,68.8,4.28
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-06-23,Brand_Awareness,Sponsored_Content,Mobile,Sales,VP,10001+,Education,337012,12114,3.59,939,7.75,34893.36,2.88,168151.03,4.82,939,77.67,3.95
New_Group,New_Year_2024,Finance_Ad,2024-06-23,Brand_Awareness,Single_Image,Mobile,Finance,Manager,501-1000,Marketing,271692,8965,3.3,677,7.55,22829.36,2.55,123278.93,5.4,677,66.04,3.51
New_Group,New_Year_2024,Marketing_Ad,2024-06-23,Conversions,Carousel,Desktop,Marketing,C-Level,1001-5000,Education,486420,16707,3.43,1479,8.85,39321.07,2.35,265626.2,6.76,1479,77.31,2.94
Q3_Group,Q3_Promo_2024,Marketing_Ad,2024-06-23,Conversions,Sponsored_Content,Desktop,Marketing,VP,1001-5000,Marketing,392166,9805,2.5,527,5.37,22046.79,2.25,105575.72,4.79,527,69.47,4.25
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-06-23,Brand_Awareness,Carousel,Desktop,Operations,C-Level,501-1000,Consulting,660605,17863,2.7,951,5.32,45992.79,2.57,185521.91,4.03,951,73.36,3.03
Flash_Group,Flash_Sale_2024,HR_Ad,2024-06-23,Conversions,Carousel,Desktop,HR,Manager,1001-5000,Technology,552034,15215,2.76,1242,8.16,36972.83,2.43,232426.63,6.29,1242,67.23,3.31
Flash_Group,Flash_Sale_2024,Sales_Ad,2024-06-23,Conversions,Carousel,Mobile,Sales,VP,10001+,Education,432791,8998,2.08,679,7.55,25050.51,2.78,137794.45,5.5,679,68.78,3.2
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-06-24,Conversions,Single_Image,Desktop,Operations,Director,1001-5000,Consulting,627212,13370,2.13,838,6.27,28378.32,2.12,152113.5,5.36,838,66.79,4.19
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-06-24,Brand_Awareness,Carousel,Desktop,HR,VP,10001+,Technology,151486,5013,3.31,433,8.64,11844.96,2.36,89574.72,7.56,433,65.62,3.84
Black_Group,Black_Friday_2024,Finance_Ad,2024-06-24,Conversions,Sponsored_Content,Mobile,Finance,VP,10001+,Marketing,191464,6393,3.34,374,5.85,17862.03,2.79,70604.83,3.95,374,72.34,3.66
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-24,Brand_Awareness,Single_Image,Mobile,Operations,Manager,10001+,Consulting,424319,10259,2.42,531,5.18,28735.74,2.8,93697.44,3.26,531,67.07,3.41
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-06-24,Lead_Generation,Single_Image,Desktop,HR,Manager,501-1000,Marketing,323351,9229,2.85,756,8.19,22978.52,2.49,157091.63,6.84,756,66.17,3.04
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-06-24,Conversions,Single_Image,Mobile,Sales,Manager,5001-10000,Education,343434,11506,3.35,650,5.65,28660.4,2.49,111041.48,3.87,650,76.66,3.41
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-06-24,Conversions,Carousel,Desktop,Marketing,C-Level,1001-5000,Education,264899,8279,3.13,575,6.95,23210.75,2.8,118791.86,5.12,575,70.01,3.88
Summer_Group,Summer_Sale_2024,IT_Ad,2024-06-24,Brand_Awareness,Sponsored_Content,Mobile,IT,Director,10001+,Education,485461,16809,3.46,1406,8.36,38300.15,2.28,281881.11,7.36,1406,75.81,3.75
Back_Group,Back_To_School_2024,Finance_Ad,2024-06-24,Brand_Awareness,Video,Desktop,Finance,VP,501-1000,Technology,471221,9627,2.04,863,8.96,26791.02,2.78,161493.39,6.03,863,67.06,3.81
Back_Group,Back_To_School_2024,HR_Ad,2024-06-24,Lead_Generation,Sponsored_Content,Mobile,HR,Director,501-1000,Consulting,181768,3687,2.03,294,7.97,8274.75,2.24,61125.42,7.39,294,66.13,4.24
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-06-24,Lead_Generation,Sponsored_Content,Mobile,Operations,VP,5001-10000,Marketing,455852,16020,3.51,1124,7.02,33750.83,2.11,209127.08,6.2,1124,69.75,4.22
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-24,Conversions,Sponsored_Content,Mobile,IT,Manager,501-1000,Technology,457503,15071,3.29,980,6.5,33765.09,2.24,172754.66,5.12,980,75.17,3.45
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-24,Lead_Generation,Sponsored_Content,Mobile,Marketing,Manager,10001+,Technology,703639,18097,2.57,1639,9.06,38481.28,2.13,337821.65,8.78,1639,72.18,4.12
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-24,Conversions,Sponsored_Content,Desktop,Finance,VP,5001-10000,Consulting,618724,21080,3.41,1309,6.21,60002.72,2.85,249519.47,4.16,1309,75.19,3.64
New_Group,New_Year_2024,Marketing_Ad,2024-06-24,Lead_Generation,Single_Image,Mobile,Marketing,VP,5001-10000,Consulting,308675,10835,3.51,798,7.37,24372.65,2.25,154510.13,6.34,798,69.01,3.41
New_Group,New_Year_2024,Marketing_Ad,2024-06-24,Conversions,Sponsored_Content,Desktop,Marketing,Manager,10001+,Marketing,335083,11800,3.52,843,7.14,30456.51,2.58,172200.02,5.65,843,78.07,3.0
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-06-24,Brand_Awareness,Single_Image,Desktop,Operations,Manager,5001-10000,Technology,650940,18839,2.89,968,5.14,48190.95,2.56,209062.26,4.34,968,65.11,3.32
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-06-24,Lead_Generation,Video,Desktop,Operations,Manager,5001-10000,Technology,321865,10272,3.19,545,5.31,26887.15,2.62,92668.21,3.45,545,68.43,3.89
Flash_Group,Flash_Sale_2024,Sales_Ad,2024-06-24,Conversions,Single_Image,Desktop,Sales,Manager,1001-5000,Consulting,619639,15428,2.49,1025,6.64,38185.27,2.48,199269.59,5.22,1025,72.82,3.63
Flash_Group,Flash_Sale_2024,HR_Ad,2024-06-24,Lead_Generation,Sponsored_Content,Desktop,HR,VP,10001+,Consulting,536675,18451,3.44,1725,9.35,50664.22,2.75,319165.53,6.3,1725,64.45,3.82
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-06-25,Conversions,Video,Mobile,IT,Director,1001-5000,Consulting,339375,11992,3.53,1060,8.84,23626.12,1.97,202411.31,8.57,1060,69.22,3.2
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-06-25,Lead_Generation,Carousel,Mobile,Operations,VP,5001-10000,Marketing,667209,17154,2.57,1243,7.25,43785.0,2.55,219389.27,5.01,1243,75.09,3.31
Black_Group,Black_Friday_2024,Finance_Ad,2024-06-25,Conversions,Carousel,Mobile,Finance,C-Level,501-1000,Technology,242536,6422,2.65,536,8.35,12776.46,1.99,114038.63,8.93,536,65.6,3.72
Black_Group,Black_Friday_2024,HR_Ad,2024-06-25,Brand_Awareness,Video,Desktop,HR,VP,5001-10000,Marketing,424365,14234,3.35,1021,7.17,41680.0,2.93,183130.31,4.39,1021,75.91,3.63
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-06-25,Brand_Awareness,Video,Desktop,Finance,C-Level,10001+,Education,462200,10828,2.34,829,7.66,27759.72,2.56,146303.21,5.27,829,66.9,3.51
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-06-25,Brand_Awareness,Single_Image,Desktop,Finance,Director,1001-5000,Marketing,203846,4435,2.18,254,5.73,9892.43,2.23,54072.13,5.47,254,64.96,4.15
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-06-25,Lead_Generation,Video,Desktop,Sales,C-Level,501-1000,Education,411134,12653,3.08,837,6.62,36248.12,2.86,168696.72,4.65,837,73.44,4.3
Summer_Group,Summer_Sale_2024,IT_Ad,2024-06-25,Brand_Awareness,Sponsored_Content,Desktop,IT,Director,10001+,Marketing,148581,4049,2.73,261,6.45,11862.61,2.93,56517.68,4.76,261,75.5,3.37
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-25,Conversions,Single_Image,Desktop,Sales,Manager,10001+,Consulting,401644,9763,2.43,672,6.88,20319.21,2.08,144515.46,7.11,672,71.18,3.52
Back_Group,Back_To_School_2024,Operations_Ad,2024-06-25,Lead_Generation,Sponsored_Content,Desktop,Operations,Director,1001-5000,Consulting,268404,8062,3.0,675,8.37,19399.32,2.41,128870.29,6.64,675,76.49,4.01
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-06-25,Brand_Awareness,Sponsored_Content,Desktop,Marketing,Director,10001+,Technology,363253,7949,2.19,527,6.63,15769.73,1.98,86751.19,5.5,527,70.29,3.23
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-25,Conversions,Video,Mobile,Sales,Director,1001-5000,Consulting,444744,9899,2.23,912,9.21,24729.75,2.5,180413.88,7.3,912,71.91,4.01
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-25,Conversions,Carousel,Desktop,Marketing,C-Level,501-1000,Consulting,172534,4200,2.43,353,8.4,12294.4,2.93,58825.77,4.78,353,68.54,3.51
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-25,Lead_Generation,Single_Image,Desktop,Marketing,Director,1001-5000,Consulting,402304,11847,2.94,857,7.23,24116.71,2.04,152541.77,6.33,857,68.71,3.04
New_Group,New_Year_2024,HR_Ad,2024-06-25,Conversions,Video,Desktop,HR,C-Level,1001-5000,Marketing,333926,10300,3.08,828,8.04,27854.91,2.7,164895.59,5.92,828,76.24,3.36
New_Group,New_Year_2024,IT_Ad,2024-06-25,Lead_Generation,Sponsored_Content,Desktop,IT,Manager,5001-10000,Consulting,320775,6769,2.11,384,5.67,14366.47,2.12,81988.73,5.71,384,66.46,3.02
Q3_Group,Q3_Promo_2024,Marketing_Ad,2024-06-25,Brand_Awareness,Sponsored_Content,Desktop,Marketing,Director,501-1000,Consulting,391233,8782,2.24,580,6.6,18336.44,2.09,124064.83,6.77,580,64.33,3.18
Q3_Group,Q3_Promo_2024,Sales_Ad,2024-06-25,Brand_Awareness,Single_Image,Desktop,Sales,Director,5001-10000,Technology,249939,5928,2.37,324,5.47,14181.38,2.39,67011.28,4.73,324,74.36,3.06
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-06-25,Conversions,Video,Desktop,Marketing,Manager,10001+,Education,490423,14478,2.95,1207,8.34,39701.49,2.74,230642.2,5.81,1207,74.51,3.22
Flash_Group,Flash_Sale_2024,HR_Ad,2024-06-25,Conversions,Video,Mobile,HR,Manager,1001-5000,Consulting,219963,5575,2.53,517,9.27,11760.2,2.11,110713.81,9.41,517,65.95,3.38
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-06-26,Lead_Generation,Carousel,Desktop,IT,VP,1001-5000,Marketing,372368,9792,2.63,706,7.21,25909.81,2.65,136766.32,5.28,706,73.52,2.91
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-06-26,Brand_Awareness,Video,Desktop,Sales,Director,10001+,Marketing,256025,5784,2.26,351,6.07,15408.22,2.66,75096.48,4.87,351,65.01,3.72
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-26,Conversions,Video,Mobile,Operations,VP,10001+,Consulting,366621,13172,3.59,998,7.58,28575.29,2.17,215392.51,7.54,998,64.33,3.62
Black_Group,Black_Friday_2024,Finance_Ad,2024-06-26,Lead_Generation,Video,Desktop,Finance,Director,501-1000,Education,544822,13895,2.55,1025,7.38,36147.31,2.6,180093.58,4.98,1025,73.92,3.55
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-06-26,Lead_Generation,Sponsored_Content,Mobile,IT,C-Level,501-1000,Marketing,347934,12383,3.56,1043,8.42,30763.48,2.48,220011.52,7.15,1043,72.15,4.01
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-06-26,Conversions,Single_Image,Desktop,Marketing,Manager,5001-10000,Consulting,327353,7416,2.27,670,9.03,19590.31,2.64,109827.95,5.61,670,74.74,2.92
Summer_Group,Summer_Sale_2024,HR_Ad,2024-06-26,Conversions,Video,Desktop,HR,Director,501-1000,Education,199296,6173,3.1,391,6.33,14550.99,2.36,67310.52,4.63,391,77.79,3.7
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-06-26,Brand_Awareness,Single_Image,Desktop,Marketing,Director,5001-10000,Technology,357911,7304,2.04,538,7.37,16058.01,2.2,109947.55,6.85,538,77.83,4.08
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-26,Brand_Awareness,Video,Desktop,Sales,Manager,10001+,Education,222676,6857,3.08,474,6.91,16947.96,2.47,97752.7,5.77,474,66.42,3.36
Back_Group,Back_To_School_2024,Marketing_Ad,2024-06-26,Lead_Generation,Sponsored_Content,Desktop,Marketing,C-Level,501-1000,Marketing,458276,13383,2.92,1166,8.71,32768.81,2.45,238954.37,7.29,1166,68.53,3.78
Spring_Group,Spring_Launch_2024,HR_Ad,2024-06-26,Conversions,Video,Desktop,HR,VP,10001+,Education,453256,9287,2.05,763,8.22,27211.39,2.93,163704.42,6.02,763,75.71,3.5
Spring_Group,Spring_Launch_2024,HR_Ad,2024-06-26,Conversions,Sponsored_Content,Mobile,HR,C-Level,10001+,Education,633311,20783,3.28,1606,7.73,45994.65,2.21,287290.91,6.25,1606,67.22,3.0
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-06-26,Brand_Awareness,Sponsored_Content,Desktop,Operations,Director,501-1000,Technology,413010,10817,2.62,880,8.14,22134.66,2.05,178388.73,8.06,880,67.24,4.26
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-06-26,Lead_Generation,Carousel,Mobile,Operations,Director,1001-5000,Technology,359428,11907,3.31,1103,9.26,23380.91,1.96,240395.3,10.28,1103,71.1,4.3
New_Group,New_Year_2024,HR_Ad,2024-06-26,Brand_Awareness,Sponsored_Content,Mobile,HR,Manager,501-1000,Education,309150,6755,2.19,503,7.45,18629.92,2.76,91048.29,4.89,503,67.25,3.63
New_Group,New_Year_2024,IT_Ad,2024-06-26,Conversions,Single_Image,Mobile,IT,VP,501-1000,Consulting,575477,19758,3.43,1350,6.83,50317.02,2.55,266667.72,5.3,1350,70.96,3.82
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-06-26,Conversions,Single_Image,Mobile,Operations,C-Level,501-1000,Marketing,411191,14820,3.6,1189,8.02,38084.46,2.57,252503.08,6.63,1189,76.86,3.08
Q3_Group,Q3_Promo_2024,Finance_Ad,2024-06-26,Conversions,Carousel,Mobile,Finance,VP,501-1000,Education,491726,17426,3.54,1021,5.86,50545.4,2.9,190713.77,3.77,1021,67.86,4.02
Flash_Group,Flash_Sale_2024,Finance_Ad,2024-06-26,Brand_Awareness,Sponsored_Content,Mobile,Finance,Director,10001+,Technology,342404,9410,2.75,827,8.79,24674.4,2.62,167006.52,6.77,827,66.12,3.91
Flash_Group,Flash_Sale_2024,Sales_Ad,2024-06-26,Lead_Generation,Sponsored_Content,Mobile,Sales,Manager,501-1000,Consulting,473210,14472,3.06,764,5.28,33095.48,2.29,133248.83,4.03,764,70.55,4.31
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-06-27,Lead_Generation,Carousel,Mobile,Finance,Director,10001+,Technology,448388,16161,3.6,1484,9.18,37443.98,2.32,320540.88,8.56,1484,65.93,4.07
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-06-27,Conversions,Single_Image,Desktop,Finance,VP,501-1000,Marketing,225007,7004,3.11,390,5.57,19054.76,2.72,80746.16,4.24,390,68.2,3.93
Black_Group,Black_Friday_2024,Sales_Ad,2024-06-27,Brand_Awareness,Single_Image,Desktop,Sales,C-Level,1001-5000,Technology,612157,19039,3.11,1626,8.54,48938.24,2.57,345508.62,7.06,1626,70.28,3.44
Black_Group,Black_Friday_2024,Marketing_Ad,2024-06-27,Lead_Generation,Carousel,Desktop,Marketing,C-Level,5001-10000,Consulting,263271,8759,3.33,515,5.88,25468.31,2.91,96612.46,3.79,515,74.84,3.8
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-06-27,Brand_Awareness,Carousel,Desktop,Operations,Manager,501-1000,Education,670577,13325,1.99,706,5.3,38017.83,2.85,131945.93,3.47,706,67.82,4.22
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-06-27,Lead_Generation,Carousel,Desktop,Marketing,Director,5001-10000,Marketing,262367,6787,2.59,499,7.35,19211.1,2.83,106136.05,5.52,499,73.29,2.99
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-06-27,Brand_Awareness,Video,Desktop,Marketing,Director,501-1000,Technology,482521,10887,2.26,724,6.65,22033.44,2.02,154415.05,7.01,724,65.57,2.89
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-06-27,Conversions,Carousel,Mobile,Marketing,C-Level,1001-5000,Education,742389,21162,2.85,1915,9.05,53061.78,2.51,385700.51,7.27,1915,75.64,3.99
Back_Group,Back_To_School_2024,Finance_Ad,2024-06-27,Conversions,Carousel,Desktop,Finance,C-Level,10001+,Technology,431629,13451,3.12,884,6.57,33755.14,2.51,157144.35,4.66,884,66.4,3.39
Back_Group,Back_To_School_2024,Operations_Ad,2024-06-27,Lead_Generation,Sponsored_Content,Mobile,Operations,VP,5001-10000,Technology,309238,9113,2.95,805,8.83,23964.92,2.63,159917.55,6.67,805,66.33,2.92
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-27,Conversions,Sponsored_Content,Mobile,Sales,VP,10001+,Consulting,458000,15964,3.49,1389,8.7,40170.24,2.52,242874.4,6.05,1389,73.98,3.93
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-06-27,Lead_Generation,Single_Image,Mobile,Marketing,Manager,501-1000,Consulting,487631,13944,2.86,1266,9.08,38173.67,2.74,273546.43,7.17,1266,65.68,3.78
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-06-27,Brand_Awareness,Single_Image,Mobile,Operations,VP,1001-5000,Technology,381557,13392,3.51,963,7.19,38787.06,2.9,208214.0,5.37,963,74.78,3.88
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-27,Lead_Generation,Single_Image,Desktop,Marketing,Manager,5001-10000,Marketing,244294,6457,2.64,380,5.89,18754.39,2.9,78752.97,4.2,380,69.12,3.96
New_Group,New_Year_2024,Operations_Ad,2024-06-27,Lead_Generation,Video,Desktop,Operations,Director,501-1000,Technology,404465,10464,2.59,779,7.44,30211.91,2.89,147621.43,4.89,779,74.58,3.48
New_Group,New_Year_2024,Operations_Ad,2024-06-27,Conversions,Carousel,Desktop,Operations,C-Level,501-1000,Consulting,507658,14731,2.9,1254,8.51,43164.59,2.93,205365.84,4.76,1254,75.03,3.6
Q3_Group,Q3_Promo_2024,IT_Ad,2024-06-27,Conversions,Video,Desktop,IT,C-Level,5001-10000,Consulting,498688,16924,3.39,1087,6.42,37657.95,2.23,179453.51,4.77,1087,77.78,4.03
Q3_Group,Q3_Promo_2024,Marketing_Ad,2024-06-27,Lead_Generation,Carousel,Desktop,Marketing,Director,1001-5000,Consulting,340172,9465,2.78,490,5.18,21674.97,2.29,105032.28,4.85,490,75.82,4.3
Flash_Group,Flash_Sale_2024,Operations_Ad,2024-06-27,Lead_Generation,Sponsored_Content,Desktop,Operations,VP,10001+,Marketing,506971,15893,3.13,1097,6.9,32990.78,2.08,230111.28,6.98,1097,64.01,3.57
Flash_Group,Flash_Sale_2024,Operations_Ad,2024-06-27,Conversions,Single_Image,Mobile,Operations,C-Level,501-1000,Education,282269,8809,3.12,509,5.78,19319.62,2.19,101082.25,5.23,509,73.01,3.96
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-28,Brand_Awareness,Single_Image,Desktop,Marketing,Director,10001+,Technology,276585,5496,1.99,325,5.91,15500.91,2.82,60230.37,3.89,325,70.55,3.15
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-06-28,Brand_Awareness,Video,Desktop,Operations,VP,501-1000,Marketing,458776,16038,3.5,1168,7.28,35699.41,2.23,209183.77,5.86,1168,77.83,3.2
Black_Group,Black_Friday_2024,HR_Ad,2024-06-28,Lead_Generation,Sponsored_Content,Mobile,HR,C-Level,5001-10000,Technology,216835,4769,2.2,354,7.42,11062.69,2.32,70650.13,6.39,354,71.89,4.18
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-28,Conversions,Carousel,Mobile,Operations,VP,501-1000,Education,245019,7734,3.16,617,7.98,17191.27,2.22,132205.47,7.69,617,77.79,3.93
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-06-28,Brand_Awareness,Single_Image,Desktop,Marketing,VP,10001+,Consulting,580228,18005,3.1,1605,8.91,52285.3,2.9,268961.6,5.14,1605,70.63,3.38
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-06-28,Brand_Awareness,Video,Mobile,Sales,C-Level,501-1000,Marketing,297396,8161,2.74,424,5.2,17182.04,2.11,79231.2,4.61,424,67.2,4.23
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-06-28,Lead_Generation,Carousel,Desktop,Marketing,Manager,5001-10000,Consulting,300077,10701,3.57,875,8.18,30217.86,2.82,171119.92,5.66,875,64.83,3.26
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-06-28,Brand_Awareness,Video,Desktop,Operations,Manager,501-1000,Technology,283426,7465,2.63,409,5.48,17011.67,2.28,67689.7,3.98,409,66.88,4.08
Back_Group,Back_To_School_2024,IT_Ad,2024-06-28,Lead_Generation,Carousel,Desktop,IT,VP,5001-10000,Marketing,440568,11158,2.53,653,5.85,22537.02,2.02,122204.66,5.42,653,66.08,3.98
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-28,Lead_Generation,Single_Image,Desktop,Sales,C-Level,5001-10000,Technology,547942,11999,2.19,870,7.25,32065.33,2.67,188229.5,5.87,870,75.08,3.72
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-06-28,Brand_Awareness,Carousel,Mobile,Finance,Manager,10001+,Marketing,290721,6571,2.26,489,7.44,18633.75,2.84,94975.31,5.1,489,72.07,3.28
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-28,Conversions,Sponsored_Content,Desktop,IT,C-Level,1001-5000,Education,545681,18600,3.41,1292,6.95,41703.57,2.24,221851.39,5.32,1292,67.29,3.36
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-06-28,Brand_Awareness,Carousel,Mobile,IT,C-Level,5001-10000,Education,613292,18472,3.01,1686,9.13,46848.5,2.54,348336.48,7.44,1686,64.13,3.06
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-28,Brand_Awareness,Single_Image,Desktop,Finance,C-Level,1001-5000,Consulting,209612,5178,2.47,433,8.36,14381.28,2.78,73519.29,5.11,433,71.48,3.04
New_Group,New_Year_2024,HR_Ad,2024-06-28,Lead_Generation,Video,Desktop,HR,C-Level,501-1000,Consulting,475593,11256,2.37,745,6.62,32047.96,2.85,159207.69,4.97,745,74.56,3.96
New_Group,New_Year_2024,HR_Ad,2024-06-28,Brand_Awareness,Single_Image,Desktop,HR,Director,1001-5000,Technology,237455,5036,2.12,308,6.12,13890.92,2.76,67015.9,4.82,308,75.94,4.32
Q3_Group,Q3_Promo_2024,Marketing_Ad,2024-06-28,Lead_Generation,Video,Desktop,Marketing,Manager,5001-10000,Technology,718557,18426,2.56,1191,6.46,53119.51,2.88,237102.55,4.46,1191,75.52,3.43
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-06-28,Lead_Generation,Single_Image,Mobile,Operations,VP,5001-10000,Consulting,482624,16715,3.46,1105,6.61,34453.23,2.06,212505.47,6.17,1105,75.33,4.13
Flash_Group,Flash_Sale_2024,HR_Ad,2024-06-28,Brand_Awareness,Video,Desktop,HR,C-Level,5001-10000,Education,482540,14106,2.92,995,7.05,39450.94,2.8,192402.02,4.88,995,64.16,4.25
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-06-28,Lead_Generation,Single_Image,Desktop,Marketing,VP,10001+,Education,524088,16678,3.18,1313,7.87,36740.88,2.2,246478.28,6.71,1313,65.5,4.08
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-06-29,Conversions,Video,Desktop,Finance,Director,501-1000,Consulting,396423,8194,2.07,512,6.25,19196.85,2.34,97757.72,5.09,512,70.84,3.83
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-06-29,Brand_Awareness,Single_Image,Desktop,IT,VP,501-1000,Marketing,209419,4884,2.33,452,9.25,13034.71,2.67,97379.62,7.47,452,75.15,2.98
Black_Group,Black_Friday_2024,IT_Ad,2024-06-29,Conversions,Single_Image,Mobile,IT,C-Level,501-1000,Education,340363,10614,3.12,715,6.74,23879.98,2.25,154339.87,6.46,715,65.13,4.12
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-29,Brand_Awareness,Sponsored_Content,Mobile,Operations,Manager,10001+,Consulting,294475,7443,2.53,489,6.57,18639.45,2.5,105652.34,5.67,489,71.06,3.94
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-06-29,Lead_Generation,Sponsored_Content,Desktop,Operations,Director,5001-10000,Technology,601043,20212,3.36,1425,7.05,56727.72,2.81,300234.9,5.29,1425,73.18,3.87
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-06-29,Conversions,Sponsored_Content,Desktop,Finance,Manager,1001-5000,Consulting,386100,9157,2.37,566,6.18,24118.73,2.63,107218.67,4.45,566,70.86,3.22
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-06-29,Conversions,Video,Mobile,Sales,VP,1001-5000,Consulting,238375,6929,2.91,463,6.68,14456.91,2.09,84429.02,5.84,463,71.88,3.96
Summer_Group,Summer_Sale_2024,HR_Ad,2024-06-29,Lead_Generation,Carousel,Mobile,HR,C-Level,1001-5000,Education,205974,4495,2.18,383,8.52,10140.52,2.26,72344.68,7.13,383,71.15,3.47
Back_Group,Back_To_School_2024,Marketing_Ad,2024-06-29,Brand_Awareness,Single_Image,Mobile,Marketing,Manager,501-1000,Consulting,541698,19513,3.6,1595,8.17,55429.96,2.84,287056.53,5.18,1595,71.19,3.87
Back_Group,Back_To_School_2024,Finance_Ad,2024-06-29,Conversions,Carousel,Desktop,Finance,VP,501-1000,Technology,241133,6850,2.84,372,5.43,14404.16,2.1,63625.64,4.42,372,74.63,3.15
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-29,Brand_Awareness,Sponsored_Content,Mobile,IT,C-Level,10001+,Marketing,287738,7421,2.58,638,8.6,15774.46,2.13,119643.42,7.58,638,69.42,3.35
Spring_Group,Spring_Launch_2024,HR_Ad,2024-06-29,Brand_Awareness,Video,Desktop,HR,Director,5001-10000,Consulting,226696,6969,3.07,492,7.06,17351.66,2.49,91994.83,5.3,492,65.92,4.07
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-06-29,Conversions,Single_Image,Mobile,Operations,Manager,10001+,Technology,451901,14947,3.31,1381,9.24,35906.31,2.4,271729.33,7.57,1381,74.89,3.95
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-29,Conversions,Video,Mobile,Marketing,C-Level,5001-10000,Technology,412230,12525,3.04,790,6.31,27146.43,2.17,167513.89,6.17,790,66.46,3.1
