Campaign_Name,Ad_Squad_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Swipes,Swipe_Up_Rate,Video_Views,Video_View_Rate,Quartile_1,Quartile_2,Quartile_3,Completion_Rate,Spend,eCPM,eCPSwipe,Screen_Time_Millis,Conversions,Conversion_Rate,Revenue,ROAS,Frequency,Reach
Flash_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-06-16,Conversions,Spotlight,Mobile,35-44,Male,2887990,64662,2.24,2229951,77.21,2006955,1783960,1337970,60.0,114101.58,39.51,1.76,9709,4318,6.68,684511.16,6.0,1.46,1972210
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-17,App_Installs,Spotlight,Mobile,18-24,Male,1117187,15233,1.36,905263,81.03,814736,724210,543157,60.0,33051.88,29.58,2.17,9512,1174,7.71,177682.8,5.38,1.47,762019
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-06-17,Conversions,Discover,Mobile,35-44,Male,2865170,48111,1.68,2385034,83.24,2146530,1908027,1431020,60.0,87844.45,30.66,1.83,7423,5562,11.56,961824.8,10.95,1.44,1985813
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-06-17,Video_Views,Discover,Mobile,25-34,Female,1140092,19696,1.73,856065,75.09,770458,684852,513639,60.0,30025.87,26.34,1.52,9515,2005,10.18,308482.48,10.27,1.43,795618
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-17,Video_Views,Stories,Mobile,25-34,Male,1306768,26159,2.0,1017881,77.89,916092,814304,610728,60.0,46895.53,35.89,1.79,9773,2586,9.89,460024.72,9.81,1.55,841941
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-06-17,Conversions,Discover,Mobile,25-34,Female,2639786,45079,1.71,2191451,83.02,1972305,1753160,1314870,60.0,90084.02,34.13,2.0,7827,2980,6.61,532701.66,5.91,1.46,1808454
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-06-17,Video_Views,Camera,Mobile,35-44,Male,1591095,23130,1.45,1429978,89.87,1286980,1143982,857986,60.0,39786.15,25.01,1.72,7502,2463,10.65,388922.67,9.78,1.47,1083123
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-06-17,App_Installs,Stories,Mobile,25-34,Male,1121744,15343,1.37,999040,89.06,899136,799232,599424,60.0,26071.7,23.24,1.7,7329,1576,10.27,276384.09,10.6,1.42,787671
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-06-17,Conversions,Discover,Mobile,35-44,Male,1124666,16566,1.47,977701,86.93,879930,782160,586620,60.0,33452.52,29.74,2.02,8421,1074,6.48,157437.6,4.71,1.54,729849
Back_To_School_2024,Spotlight_Squad,Spotlight_Ad,2024-06-17,Conversions,Spotlight,Mobile,18-24,Male,2991168,49310,1.65,2699646,90.25,2429681,2159716,1619787,60.0,89743.1,30.0,1.82,7324,5800,11.76,994079.58,11.08,1.44,2072321
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-06-17,Engagement,Discover,Mobile,18-24,Male,1945406,27510,1.41,1549331,79.64,1394397,1239464,929598,60.0,53408.97,27.45,1.94,8927,2874,10.45,396269.48,7.42,1.53,1272339
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-06-17,Engagement,Camera,Mobile,35-44,Female,628014,11308,1.8,543544,86.55,489189,434835,326126,60.0,17181.24,27.36,1.52,7718,1202,10.63,196729.5,11.45,1.44,435414
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-06-17,Video_Views,Stories,Mobile,25-34,Male,2645130,36029,1.36,2153230,81.4,1937907,1722584,1291938,60.0,58641.48,22.17,1.63,6993,4062,11.27,689874.45,11.76,1.7,1556122
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-06-17,Conversions,Discover,Mobile,18-24,Male,1082906,15320,1.41,922235,85.16,830011,737788,553341,60.0,30198.93,27.89,1.97,6979,1783,11.64,323967.38,10.73,1.49,726258
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-06-17,Engagement,Spotlight,Mobile,35-44,Female,746049,13534,1.81,619119,82.99,557207,495295,371471,60.0,26072.87,34.95,1.93,7885,1589,11.74,283619.42,10.88,1.67,447001
New_Year_2024,Discover_Squad,Discover_Ad,2024-06-17,Conversions,Discover,Mobile,25-34,Male,1959319,42130,2.15,1553174,79.27,1397856,1242539,931904,60.0,85129.36,43.45,2.02,10052,4276,10.15,678725.85,7.97,1.64,1197514
New_Year_2024,Camera_Squad,Camera_Ad,2024-06-17,Engagement,Camera,Mobile,18-24,Male,2342175,33786,1.44,2023632,86.4,1821268,1618905,1214179,60.0,68540.34,29.26,2.03,7493,3829,11.33,561700.07,8.2,1.4,1671230
Q3_Promo_2024,Camera_Squad,Camera_Ad,2024-06-17,Conversions,Camera,Mobile,25-34,Female,1203841,23712,1.97,982991,81.65,884691,786392,589794,60.0,43429.19,36.08,1.83,7406,2693,11.36,449658.73,10.35,1.54,782027
Q3_Promo_2024,Spotlight_Squad,Spotlight_Ad,2024-06-17,Conversions,Spotlight,Mobile,35-44,Female,1057637,14753,1.39,957930,90.57,862137,766344,574758,60.0,30176.14,28.53,2.05,7114,1737,11.77,239209.25,7.93,1.48,712243
Flash_Sale_2024,Camera_Squad,Camera_Ad,2024-06-17,Engagement,Camera,Mobile,25-34,Male,2530361,42293,1.67,1930404,76.29,1737363,1544323,1158242,60.0,80371.69,31.76,1.9,9413,3377,7.98,566186.3,7.04,1.49,1696765
Flash_Sale_2024,Stories_Squad,Stories_Ad,2024-06-17,Video_Views,Stories,Mobile,25-34,Male,2246842,37693,1.68,1851942,82.42,1666747,1481553,1111165,60.0,78228.53,34.82,2.08,7139,3630,9.63,500171.7,6.39,1.44,1560656
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-06-18,App_Installs,Stories,Mobile,18-24,Male,1294054,17731,1.37,983398,75.99,885058,786718,590038,60.0,26578.89,20.54,1.5,7400,1195,6.74,187898.31,7.07,1.62,799558
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-06-18,Engagement,Discover,Mobile,35-44,Male,1335875,20094,1.5,1002100,75.01,901890,801680,601260,60.0,35960.84,26.92,1.79,9287,1638,8.15,247817.95,6.89,1.56,858814
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-18,App_Installs,Stories,Mobile,25-34,Female,1896499,43093,2.27,1579671,83.29,1421703,1263736,947802,60.0,78847.34,41.58,1.83,8669,3282,7.62,565351.75,7.17,1.66,1144159
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-06-18,Engagement,Camera,Mobile,35-44,Male,1894880,37347,1.97,1704113,89.93,1533701,1363290,1022467,60.0,81434.41,42.98,2.18,8763,2751,7.37,408708.44,5.02,1.45,1308438
Cyber_Monday_2024,Stories_Squad,Stories_Ad,2024-06-18,Conversions,Stories,Mobile,18-24,Female,802647,16273,2.03,679777,84.69,611799,543821,407866,60.0,35773.4,44.57,2.2,9773,1572,9.66,248952.52,6.96,1.53,526188
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-06-18,Video_Views,Camera,Mobile,18-24,Female,1316092,25779,1.96,1195352,90.83,1075816,956281,717211,60.0,49949.72,37.95,1.94,7008,2201,8.54,372373.21,7.45,1.49,882742
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-06-18,Conversions,Spotlight,Mobile,25-34,Female,1587725,32744,2.06,1317559,82.98,1185803,1054047,790535,60.0,67351.78,42.42,2.06,7280,2923,8.93,535491.95,7.95,1.6,989273
Summer_Sale_2024,Camera_Squad,Camera_Ad,2024-06-18,Engagement,Camera,Mobile,25-34,Female,1893160,34929,1.85,1523898,80.49,1371508,1219118,914338,60.0,57957.27,30.61,1.66,9671,3545,10.15,546291.61,9.43,1.5,1262885
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-06-18,App_Installs,Stories,Mobile,35-44,Male,925937,15419,1.67,778964,84.13,701067,623171,467378,60.0,27950.75,30.19,1.81,7279,1734,11.25,308964.83,11.05,1.59,583049
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-06-18,Engagement,Discover,Mobile,35-44,Male,659262,10919,1.66,554218,84.07,498796,443374,332530,60.0,21467.0,32.56,1.97,9229,902,8.26,151572.04,7.06,1.41,466036
Spring_Launch_2024,Discover_Squad,Discover_Ad,2024-06-18,Conversions,Discover,Mobile,25-34,Female,1851318,34916,1.89,1549469,83.7,1394522,1239575,929681,60.0,74172.69,40.06,2.12,8785,2923,8.37,456868.96,6.16,1.51,1227101
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-06-18,Conversions,Stories,Mobile,18-24,Male,1778413,23183,1.3,1494833,84.05,1345349,1195866,896899,60.0,36398.17,20.47,1.57,8034,1896,8.18,318069.34,8.74,1.65,1076764
Valentine_Day_2024,Stories_Squad,Stories_Ad,2024-06-18,Engagement,Stories,Mobile,35-44,Female,1076474,21129,1.96,820394,76.21,738354,656315,492236,60.0,40296.78,37.43,1.91,7340,1532,7.25,226903.03,5.63,1.55,694000
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-06-18,App_Installs,Spotlight,Mobile,25-34,Male,1845563,26550,1.44,1618001,87.67,1456200,1294400,970800,60.0,55597.84,30.13,2.09,10292,3167,11.93,495874.15,8.92,1.43,1289369
New_Year_2024,Discover_Squad,Discover_Ad,2024-06-18,Conversions,Discover,Mobile,18-24,Female,1413166,25123,1.78,1069712,75.7,962740,855769,641827,60.0,48721.93,34.48,1.94,7089,2424,9.65,353414.5,7.25,1.45,973286
New_Year_2024,Stories_Squad,Stories_Ad,2024-06-18,Conversions,Stories,Mobile,18-24,Male,2129900,27449,1.29,1823265,85.6,1640938,1458612,1093959,60.0,42224.51,19.82,1.54,8738,2148,7.83,366560.15,8.68,1.61,1323631
Q3_Promo_2024,Discover_Squad,Discover_Ad,2024-06-18,Engagement,Discover,Mobile,18-24,Male,2191902,28792,1.31,1932466,88.16,1739219,1545972,1159479,60.0,44002.85,20.08,1.53,7587,2055,7.14,291249.64,6.62,1.4,1565529
Q3_Promo_2024,Spotlight_Squad,Spotlight_Ad,2024-06-18,Video_Views,Spotlight,Mobile,25-34,Male,2815390,65604,2.33,2282459,81.07,2054213,1825967,1369475,60.0,127729.41,45.37,1.95,8469,7046,10.74,1091051.71,8.54,1.65,1706227
Flash_Sale_2024,Discover_Squad,Discover_Ad,2024-06-18,App_Installs,Discover,Mobile,35-44,Male,1456108,30625,2.1,1143437,78.53,1029093,914749,686062,60.0,49290.16,33.85,1.61,7121,3528,11.52,487258.97,9.89,1.47,990904
Flash_Sale_2024,Camera_Squad,Camera_Ad,2024-06-18,App_Installs,Camera,Mobile,25-34,Female,1037603,23219,2.24,826317,79.64,743685,661053,495790,60.0,35634.49,34.34,1.53,9274,2111,9.09,317338.66,8.91,1.56,663264
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-19,App_Installs,Spotlight,Mobile,25-34,Female,963860,15860,1.65,845214,87.69,760692,676171,507128,60.0,31028.25,32.19,1.96,9021,1307,8.24,219427.63,7.07,1.46,659753
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-06-19,App_Installs,Stories,Mobile,35-44,Male,1836740,23147,1.26,1616832,88.03,1455148,1293465,970099,60.0,48348.27,26.32,2.09,9817,2382,10.29,332707.96,6.88,1.51,1214230
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-06-19,Engagement,Camera,Mobile,25-34,Female,1143989,16860,1.47,966151,84.45,869535,772920,579690,60.0,35262.13,30.82,2.09,9056,1131,6.71,186223.29,5.28,1.5,764885
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-19,Conversions,Spotlight,Mobile,18-24,Female,1301931,25282,1.94,1000725,76.86,900652,800580,600435,60.0,41812.72,32.12,1.65,9275,2492,9.86,341028.39,8.16,1.5,869060
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-19,Video_Views,Spotlight,Mobile,35-44,Male,1671102,31850,1.91,1396471,83.57,1256823,1117176,837882,60.0,53282.24,31.88,1.67,9151,2865,9.0,514731.57,9.66,1.56,1070271
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-06-19,Conversions,Discover,Mobile,35-44,Female,1774803,23853,1.34,1349732,76.05,1214758,1079785,809839,60.0,49039.34,27.63,2.06,7551,1997,8.37,293409.95,5.98,1.47,1210685
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-06-19,Engagement,Discover,Mobile,25-34,Male,1741746,30052,1.73,1396912,80.2,1257220,1117529,838147,60.0,57495.19,33.01,1.91,10038,2495,8.3,386379.89,6.72,1.43,1214302
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-06-19,Conversions,Stories,Mobile,25-34,Female,2323955,50987,2.19,1955782,84.16,1760203,1564625,1173469,60.0,99843.38,42.96,1.96,7346,4851,9.51,842658.61,8.44,1.52,1525978
Back_To_School_2024,Camera_Squad,Camera_Ad,2024-06-19,Engagement,Camera,Mobile,25-34,Male,1746108,36344,2.08,1542110,88.32,1387899,1233688,925266,60.0,58910.64,33.74,1.62,7425,2885,7.94,433315.7,7.36,1.54,1136804
Back_To_School_2024,Spotlight_Squad,Spotlight_Ad,2024-06-19,Video_Views,Spotlight,Mobile,25-34,Male,1878095,27358,1.46,1485480,79.1,1336932,1188384,891288,60.0,54790.6,29.17,2.0,7085,3052,11.16,418427.62,7.64,1.52,1236850
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-06-19,Video_Views,Camera,Mobile,25-34,Female,833482,16848,2.02,724388,86.91,651949,579510,434632,60.0,35083.36,42.09,2.08,7829,1526,9.06,270515.18,7.71,1.65,505664
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-06-19,Video_Views,Stories,Mobile,35-44,Female,1214508,25763,2.12,953340,78.5,858006,762672,572004,60.0,41094.0,33.84,1.6,7331,2545,9.88,355536.34,8.65,1.69,717576
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-06-19,Engagement,Discover,Mobile,25-34,Male,1048774,21109,2.01,881317,84.03,793185,705053,528790,60.0,34519.71,32.91,1.64,9390,1630,7.72,285130.18,8.26,1.54,681951
Valentine_Day_2024,Camera_Squad,Camera_Ad,2024-06-19,Conversions,Camera,Mobile,35-44,Female,1695855,25721,1.52,1539983,90.81,1385984,1231986,923989,60.0,48833.36,28.8,1.9,7705,1842,7.16,286416.86,5.87,1.59,1064681
New_Year_2024,Discover_Squad,Discover_Ad,2024-06-19,Engagement,Discover,Mobile,35-44,Male,2590386,57283,2.21,2020652,78.01,1818586,1616521,1212391,60.0,99706.18,38.49,1.74,9395,6099,10.65,890504.56,8.93,1.51,1714585
New_Year_2024,Stories_Squad,Stories_Ad,2024-06-19,Conversions,Stories,Mobile,35-44,Male,2703724,54694,2.02,2336861,86.43,2103174,1869488,1402116,60.0,119996.25,44.38,2.19,7962,4568,8.35,813891.25,6.78,1.7,1589343
Q3_Promo_2024,Stories_Squad,Stories_Ad,2024-06-19,App_Installs,Stories,Mobile,25-34,Male,1224064,24032,1.96,934855,76.37,841369,747884,560913,60.0,50607.14,41.34,2.11,9959,2405,10.01,330406.45,6.53,1.48,829818
Q3_Promo_2024,Camera_Squad,Camera_Ad,2024-06-19,App_Installs,Camera,Mobile,35-44,Male,2072287,26793,1.29,1843122,88.94,1658809,1474497,1105873,60.0,54176.07,26.14,2.02,9977,2285,8.53,346804.17,6.4,1.54,1341550
Flash_Sale_2024,Discover_Squad,Discover_Ad,2024-06-19,Conversions,Discover,Mobile,35-44,Male,2001498,27401,1.37,1782393,89.05,1604153,1425914,1069435,60.0,41086.55,20.53,1.5,7420,3142,11.47,473423.27,11.52,1.54,1303113
Flash_Sale_2024,Stories_Squad,Stories_Ad,2024-06-19,App_Installs,Stories,Mobile,35-44,Female,2266566,46913,2.07,2040838,90.04,1836754,1632670,1224502,60.0,93149.96,41.1,1.99,9073,3499,7.46,527638.06,5.66,1.54,1469392
Holiday_Campaign_2024,Camera_Squad,Camera_Ad,2024-06-20,Video_Views,Camera,Mobile,25-34,Female,2382476,39898,1.67,2057768,86.37,1851991,1646214,1234660,60.0,87422.36,36.69,2.19,9508,2905,7.28,515376.23,5.9,1.56,1524050
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-20,Video_Views,Spotlight,Mobile,18-24,Female,2078600,33687,1.62,1562076,75.15,1405868,1249660,937245,60.0,74072.29,35.64,2.2,9065,3682,10.93,517350.68,6.98,1.4,1486066
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-06-20,Conversions,Discover,Mobile,35-44,Female,1365620,18189,1.33,1108403,81.16,997562,886722,665041,60.0,35933.13,26.31,1.98,7711,1278,7.03,203799.26,5.67,1.56,877476
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-20,App_Installs,Spotlight,Mobile,35-44,Male,2168971,49983,2.3,1724148,79.49,1551733,1379318,1034488,60.0,81868.92,37.75,1.64,9584,4698,9.4,790231.72,9.65,1.47,1473299
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-20,Video_Views,Spotlight,Mobile,18-24,Female,943900,15907,1.69,826362,87.55,743725,661089,495817,60.0,34193.54,36.23,2.15,7218,1553,9.76,215107.16,6.29,1.57,600852
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-06-20,App_Installs,Discover,Mobile,25-34,Male,2225374,29566,1.33,1730965,77.78,1557868,1384772,1038579,60.0,52880.25,23.76,1.79,9442,2659,8.99,413504.07,7.82,1.55,1435903
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-06-20,App_Installs,Stories,Mobile,18-24,Male,1308897,24235,1.85,1043661,79.74,939294,834928,626196,60.0,42209.72,32.25,1.74,8910,2381,9.82,379873.65,9.0,1.47,888734
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-06-20,App_Installs,Discover,Mobile,18-24,Male,2869693,49900,1.74,2377573,82.85,2139815,1902058,1426543,60.0,98591.36,34.36,1.98,7060,3822,7.66,590593.09,5.99,1.5,1911873
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-06-20,Engagement,Discover,Mobile,25-34,Male,1621109,30910,1.91,1471293,90.76,1324163,1177034,882775,60.0,65807.15,40.59,2.13,7797,2469,7.99,395894.48,6.02,1.69,960237
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-06-20,Engagement,Stories,Mobile,35-44,Female,957748,13343,1.39,756406,78.98,680765,605124,453843,60.0,29068.95,30.35,2.18,9568,1466,10.99,254391.65,8.75,1.43,667926
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-06-20,Video_Views,Camera,Mobile,25-34,Male,1109935,20177,1.82,910973,82.07,819875,728778,546583,60.0,34507.76,31.09,1.71,7916,2228,11.04,352644.9,10.22,1.69,658012
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-06-20,App_Installs,Stories,Mobile,35-44,Female,1784979,39599,2.22,1525219,85.45,1372697,1220175,915131,60.0,75027.37,42.03,1.89,8889,3657,9.24,611470.24,8.15,1.46,1219379
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-06-20,App_Installs,Spotlight,Mobile,25-34,Female,1941366,44942,2.31,1770966,91.22,1593869,1416772,1062579,60.0,88776.15,45.73,1.98,10123,5207,11.59,809246.04,9.12,1.44,1352640
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-06-20,Video_Views,Discover,Mobile,25-34,Female,3072879,66291,2.16,2502845,81.45,2252560,2002276,1501707,60.0,105905.94,34.46,1.6,8624,5491,8.28,949008.71,8.96,1.63,1890665
New_Year_2024,Discover_Squad,Discover_Ad,2024-06-20,Video_Views,Discover,Mobile,35-44,Female,2323979,44438,1.91,2096996,90.23,1887296,1677596,1258197,60.0,87520.86,37.66,1.97,7877,4790,10.78,785225.47,8.97,1.44,1611366
New_Year_2024,Stories_Squad,Stories_Ad,2024-06-20,Video_Views,Stories,Mobile,18-24,Female,727723,16449,2.26,627382,86.21,564643,501905,376429,60.0,32518.5,44.69,1.98,7379,1483,9.02,228502.82,7.03,1.52,478288
Q3_Promo_2024,Discover_Squad,Discover_Ad,2024-06-20,Conversions,Discover,Mobile,25-34,Male,947523,16598,1.75,792473,83.64,713225,633978,475483,60.0,32360.58,34.15,1.95,8895,1946,11.72,325573.81,10.06,1.43,663156
Q3_Promo_2024,Stories_Squad,Stories_Ad,2024-06-20,Video_Views,Stories,Mobile,35-44,Male,1887090,25200,1.34,1451402,76.91,1306261,1161121,870841,60.0,48105.69,25.49,1.91,10030,2173,8.62,378847.13,7.88,1.53,1237200
Flash_Sale_2024,Camera_Squad,Camera_Ad,2024-06-20,Engagement,Camera,Mobile,35-44,Female,1119149,15885,1.42,909354,81.25,818418,727483,545612,60.0,31326.59,27.99,1.97,10371,1290,8.12,191974.64,6.13,1.45,773092
Flash_Sale_2024,Discover_Squad,Discover_Ad,2024-06-20,Video_Views,Discover,Mobile,25-34,Female,1460183,26656,1.83,1198017,82.05,1078215,958413,718810,60.0,50095.67,34.31,1.88,10105,2397,8.99,383852.29,7.66,1.64,892827
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-06-21,App_Installs,Discover,Mobile,35-44,Male,2356749,47027,2.0,2132121,90.47,1918908,1705696,1279272,60.0,79496.88,33.73,1.69,8972,3239,6.89,568945.43,7.16,1.4,1684590
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,Conversions,Spotlight,Mobile,35-44,Female,694780,14610,2.1,527506,75.92,474755,422004,316503,60.0,27461.11,39.52,1.88,10086,1164,7.97,209428.38,7.63,1.55,447211
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,App_Installs,Spotlight,Mobile,35-44,Female,2181439,36612,1.68,1972504,90.42,1775253,1578003,1183502,60.0,59639.95,27.34,1.63,7409,3526,9.63,545290.6,9.14,1.46,1495685
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-21,Video_Views,Stories,Mobile,25-34,Male,2178968,43902,2.01,1774910,81.46,1597419,1419928,1064946,60.0,66876.51,30.69,1.52,9092,4536,10.33,726456.37,10.86,1.71,1277899
Cyber_Monday_2024,Stories_Squad,Stories_Ad,2024-06-21,Engagement,Stories,Mobile,25-34,Male,1106080,15262,1.38,934694,84.51,841224,747755,560816,60.0,30817.26,27.86,2.02,9713,1042,6.83,142843.13,4.64,1.55,713803
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,App_Installs,Spotlight,Mobile,35-44,Female,1349888,29205,2.16,1155493,85.6,1039943,924394,693295,60.0,50402.23,37.34,1.73,8698,2712,9.29,494526.69,9.81,1.63,827666
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-06-21,Conversions,Stories,Mobile,18-24,Female,1955653,27556,1.41,1475001,75.42,1327500,1180000,885000,60.0,41057.35,20.99,1.49,10430,2268,8.23,316498.2,7.71,1.45,1348403
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-06-21,Conversions,Discover,Mobile,18-24,Female,1788055,30885,1.73,1343314,75.13,1208982,1074651,805988,60.0,48772.15,27.28,1.58,8337,2539,8.22,393284.79,8.06,1.41,1264462
Back_To_School_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,Engagement,Spotlight,Mobile,25-34,Male,1265717,19305,1.53,945516,74.7,850964,756412,567309,60.0,41419.02,32.72,2.15,9064,1330,6.89,242437.65,5.85,1.66,761973
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-06-21,Video_Views,Discover,Mobile,35-44,Female,1663139,23442,1.41,1359407,81.74,1223466,1087525,815644,60.0,48232.23,29.0,2.06,7783,1551,6.62,262288.95,5.44,1.68,990313
Spring_Launch_2024,Discover_Squad,Discover_Ad,2024-06-21,App_Installs,Discover,Mobile,18-24,Male,857198,19200,2.24,666004,77.7,599403,532803,399602,60.0,28990.49,33.82,1.51,7374,1859,9.68,283714.42,9.79,1.57,546671
Spring_Launch_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,Video_Views,Spotlight,Mobile,25-34,Female,1802658,34424,1.91,1455574,80.75,1310016,1164459,873344,60.0,55318.18,30.69,1.61,7049,3344,9.71,579758.21,10.48,1.6,1127763
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-06-21,App_Installs,Discover,Mobile,35-44,Female,1766041,35267,2.0,1609198,91.12,1448278,1287358,965518,60.0,52544.25,29.75,1.49,8372,2867,8.13,398447.06,7.58,1.6,1105763
Valentine_Day_2024,Camera_Squad,Camera_Ad,2024-06-21,Engagement,Camera,Mobile,25-34,Female,1090104,14683,1.35,954935,87.6,859441,763948,572961,60.0,26028.49,23.88,1.77,10252,1603,10.92,257511.22,9.89,1.69,643277
New_Year_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,App_Installs,Spotlight,Mobile,35-44,Female,704946,13432,1.91,629300,89.27,566370,503440,377580,60.0,20672.25,29.32,1.54,9480,1275,9.49,223846.54,10.83,1.4,502783
New_Year_2024,Camera_Squad,Camera_Ad,2024-06-21,Engagement,Camera,Mobile,18-24,Female,1902182,38339,2.02,1643784,86.42,1479405,1315027,986270,60.0,76600.36,40.27,2.0,9189,4276,11.15,599470.58,7.83,1.67,1139586
Q3_Promo_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,App_Installs,Spotlight,Mobile,35-44,Male,1384821,24415,1.76,1255275,90.65,1129747,1004220,753165,60.0,53082.68,38.33,2.17,9813,2789,11.42,501107.57,9.44,1.42,971841
Q3_Promo_2024,Stories_Squad,Stories_Ad,2024-06-21,Conversions,Stories,Mobile,18-24,Male,1095927,14097,1.29,842717,76.9,758445,674173,505630,60.0,22263.84,20.32,1.58,9270,926,6.57,131123.16,5.89,1.42,772154
Flash_Sale_2024,Stories_Squad,Stories_Ad,2024-06-21,Engagement,Stories,Mobile,35-44,Female,1746881,36978,2.12,1446538,82.81,1301884,1157230,867922,60.0,58616.56,33.55,1.59,7971,4186,11.32,637342.67,10.87,1.48,1180632
Flash_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-06-21,Conversions,Spotlight,Mobile,25-34,Male,2456851,52614,2.14,1899207,77.3,1709286,1519365,1139524,60.0,115917.38,47.18,2.2,10251,3592,6.83,580583.68,5.01,1.42,1729827
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-22,Conversions,Spotlight,Mobile,35-44,Male,1080184,15290,1.42,936790,86.73,843111,749432,562074,60.0,23104.11,21.39,1.51,7614,1394,9.12,242869.72,10.51,1.52,710580
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-06-22,Video_Views,Discover,Mobile,18-24,Female,1070980,24150,2.25,909751,84.95,818775,727800,545850,60.0,48635.76,45.41,2.01,8815,2003,8.29,290529.58,5.97,1.62,662115
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-06-22,Engagement,Discover,Mobile,18-24,Male,899783,16603,1.85,777856,86.45,700070,622284,466713,60.0,33595.39,37.34,2.02,7001,1220,7.35,209865.23,6.25,1.49,605058
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-22,Conversions,Stories,Mobile,35-44,Male,1056040,20676,1.96,856126,81.07,770513,684900,513675,60.0,32835.91,31.09,1.59,9491,1382,6.68,198525.85,6.05,1.41,749235
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-06-22,Video_Views,Camera,Mobile,25-34,Male,1215538,27676,2.28,1032930,84.98,929637,826344,619758,60.0,55821.87,45.92,2.02,8367,2214,8.0,363696.28,6.52,1.66,733761
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-06-22,App_Installs,Discover,Mobile,25-34,Female,899244,13434,1.49,682911,75.94,614619,546328,409746,60.0,23737.29,26.4,1.77,9244,1490,11.09,229669.85,9.68,1.44,623277
