Advertiser,Campaign,Ad_Group,Creative,Date,Channel,Device,Environment,Data_Provider,Audience_Segment,Impressions,Clicks,CTR,Conversions,Post_Click_Conv,Post_View_Conv,Conversion_Rate,Media_Cost,Revenue,ROAS,eCPM,eCPC,eCPA,Viewable_Impressions,Measurable_Impressions,Viewability_Rate,Video_Completions,Video_Completion_Rate,Frequency,Reach,Unique_Reach
Premium_Retail_2024,New_Year_2024,Native_AG,Native_Creative,2024-06-17,Native,Mobile,Web,Neustar,Contextual_Shopping,3279341,48090,1.47,4004,3363,641,8.33,84270.06,690926.6,8.2,25.7,1.75,21.05,2951406,3279341,90.0,0,0.0,1.66,1975172,1777654
Premium_Retail_2024,Q3_Promo_2024,Native_AG,Native_Creative,2024-06-17,Native,Mobile,Web,Neustar,High_Intent_Buyers,2610456,42235,1.62,3312,2782,530,7.84,70389.09,555621.42,7.89,26.96,1.67,21.25,2349410,2610456,90.0,0,0.0,1.53,1709354,1538418
Premium_Retail_2024,Q3_Promo_2024,Display_AG,Display_Creative,2024-06-17,Display,Mobile,CTV,Oracle,Behavioral_Shoppers,1930627,34989,1.81,2429,2040,389,6.94,63189.47,394501.74,6.24,32.73,1.81,26.01,1737564,1930627,90.0,0,0.0,1.59,1211735,1090561
Premium_Retail_2024,Flash_Sale_2024,Native_AG,Native_Creative,2024-06-17,Native,Desktop,App,Neustar,Contextual_Shopping,1114450,22239,2.0,1471,1235,236,6.61,49758.55,249683.96,5.02,44.65,2.24,33.83,1003005,1114450,90.0,0,0.0,1.56,713372,642034
Premium_Retail_2024,Flash_Sale_2024,Display_AG,Display_Creative,2024-06-17,Display,Desktop,App,LiveRamp,High_Intent_Buyers,2205059,30791,1.4,2390,2007,383,7.76,67780.73,434154.71,6.41,30.74,2.2,28.36,1984553,2205059,90.0,0,0.0,1.64,1344169,1209752
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-18,Native,Mobile,App,Neustar,High_Intent_Buyers,3108189,43820,1.41,2477,2080,397,5.65,74070.55,416847.86,5.63,23.83,1.69,29.9,2797370,3108189,90.0,0,0.0,1.65,1882083,1693874
Premium_Retail_2024,Holiday_Campaign_2024,Display_AG,Display_Creative,2024-06-18,Display,Desktop,App,Experian,Behavioral_Shoppers,2492432,37275,1.5,2577,2164,413,6.91,76147.55,375518.47,4.93,30.55,2.04,29.55,2243188,2492432,90.0,0,0.0,1.49,1671411,1504269
Premium_Retail_2024,Black_Friday_2024,Video_AG,Video_Creative,2024-06-18,Video,Mobile,Web,Experian,High_Intent_Buyers,2163950,37020,1.71,2388,2005,383,6.45,81789.79,396212.93,4.84,37.8,2.21,34.25,1947555,2163950,90.0,1298370,60.0,1.67,1293831,1164447
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-18,Display,Mobile,App,LiveRamp,High_Intent_Buyers,1761440,34358,1.95,2027,1702,325,5.9,74230.87,366517.43,4.94,42.14,2.16,36.62,1585296,1761440,90.0,0,0.0,1.78,990431,891387
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-18,Video,Mobile,App,Neustar,High_Intent_Buyers,2672973,35915,1.34,3264,2741,523,9.09,76256.75,550344.07,7.22,28.53,2.12,23.36,2405675,2672973,90.0,1603783,60.0,1.53,1751983,1576784
Premium_Retail_2024,Cyber_Monday_2024,Native_AG,Native_Creative,2024-06-18,Native,Connected_TV,Web,Oracle,In_Market_Shoppers,1461236,26749,1.83,2372,1992,380,8.87,52881.31,389617.03,7.37,36.19,1.98,22.29,1315112,1461236,90.0,0,0.0,1.49,978403,880562
Premium_Retail_2024,Summer_Sale_2024,Display_AG,Display_Creative,2024-06-18,Display,Desktop,Web,Neustar,In_Market_Shoppers,3337924,38001,1.14,3030,2545,485,7.97,88281.02,537075.37,6.08,26.45,2.32,29.14,3004131,3337924,90.0,0,0.0,1.6,2091632,1882468
Premium_Retail_2024,Summer_Sale_2024,Video_AG,Video_Creative,2024-06-18,Video,Connected_TV,App,Experian,Lookalike_Purchasers,1315916,26746,2.03,2100,1764,336,7.85,44955.24,398061.87,8.85,34.16,1.68,21.41,1184324,1315916,90.0,789549,60.0,1.61,818577,736719
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-18,Native,Connected_TV,CTV,LiveRamp,Contextual_Shopping,1192992,15955,1.34,1491,1252,239,9.35,31101.19,244451.8,7.86,26.07,1.95,20.86,1073692,1192992,90.0,0,0.0,1.62,737608,663847
Premium_Retail_2024,Back_To_School_2024,Video_AG,Video_Creative,2024-06-18,Video,Mobile,CTV,LiveRamp,In_Market_Shoppers,3293402,48426,1.47,3367,2828,539,6.95,106386.82,559071.22,5.26,32.3,2.2,31.6,2964061,3293402,90.0,1976041,60.0,1.55,2129128,1916215
Premium_Retail_2024,Spring_Launch_2024,Native_AG,Native_Creative,2024-06-18,Native,Connected_TV,CTV,Oracle,In_Market_Shoppers,3815975,77999,2.04,5512,4630,882,7.07,139413.64,856907.24,6.15,36.53,1.79,25.29,3434377,3815975,90.0,0,0.0,1.52,2516954,2265258
Premium_Retail_2024,Spring_Launch_2024,Video_AG,Video_Creative,2024-06-18,Video,Desktop,App,LiveRamp,Behavioral_Shoppers,1846132,21392,1.16,1731,1454,277,8.09,49802.52,267322.62,5.37,26.98,2.33,28.77,1661518,1846132,90.0,1107679,60.0,1.77,1042635,938371
Premium_Retail_2024,Valentine_Day_2024,Video_AG,Video_Creative,2024-06-18,Video,Mobile,App,Experian,Contextual_Shopping,3337449,48726,1.46,3663,3076,587,7.52,110559.19,569230.8,5.15,33.13,2.27,30.18,3003704,3337449,90.0,2002469,60.0,1.58,2111108,1899997
Premium_Retail_2024,Valentine_Day_2024,Display_AG,Display_Creative,2024-06-18,Display,Mobile,Web,Experian,Behavioral_Shoppers,3580989,65591,1.83,4493,3774,719,6.85,145245.67,646530.78,4.45,40.56,2.21,32.33,3222890,3580989,90.0,0,0.0,1.71,2093811,1884429
Premium_Retail_2024,New_Year_2024,Display_AG,Display_Creative,2024-06-18,Display,Desktop,App,Experian,Contextual_Shopping,2111308,28961,1.37,1639,1376,263,5.66,53133.11,248202.41,4.67,25.17,1.83,32.42,1900177,2111308,90.0,0,0.0,1.64,1288235,1159411
Premium_Retail_2024,New_Year_2024,Video_AG,Video_Creative,2024-06-18,Video,Connected_TV,App,Neustar,High_Intent_Buyers,2140559,41188,1.92,3511,2949,562,8.52,76015.66,593374.16,7.81,35.51,1.85,21.65,1926503,2140559,90.0,1284335,60.0,1.51,1421383,1279244
Premium_Retail_2024,Q3_Promo_2024,Video_AG,Video_Creative,2024-06-18,Video,Desktop,App,Experian,In_Market_Shoppers,3543073,42780,1.21,3538,2971,567,8.27,73083.96,508798.71,6.96,20.63,1.71,20.66,3188765,3543073,90.0,2125843,60.0,1.76,2011718,1810546
Premium_Retail_2024,Q3_Promo_2024,Display_AG,Display_Creative,2024-06-18,Display,Connected_TV,CTV,LiveRamp,Lookalike_Purchasers,2781995,41230,1.48,2321,1949,372,5.63,81613.19,390890.86,4.79,29.34,1.98,35.16,2503795,2781995,90.0,0,0.0,1.53,1823978,1641580
Premium_Retail_2024,Flash_Sale_2024,Native_AG,Native_Creative,2024-06-18,Native,Connected_TV,Web,Experian,In_Market_Shoppers,1961085,30736,1.57,2007,1685,322,6.53,49226.99,370762.95,7.53,25.1,1.6,24.53,1764976,1961085,90.0,0,0.0,1.69,1159209,1043288
Premium_Retail_2024,Flash_Sale_2024,Display_AG,Display_Creative,2024-06-18,Display,Desktop,App,Neustar,High_Intent_Buyers,1578956,28819,1.83,1563,1312,251,5.42,52165.12,257468.21,4.94,33.04,1.81,33.37,1421060,1578956,90.0,0,0.0,1.63,967515,870763
Premium_Retail_2024,Holiday_Campaign_2024,Video_AG,Video_Creative,2024-06-19,Video,Desktop,CTV,Neustar,Contextual_Shopping,1710071,19811,1.16,1420,1192,228,7.17,37362.98,223162.1,5.97,21.85,1.89,26.31,1539063,1710071,90.0,1026042,60.0,1.69,1011606,910445
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-19,Native,Connected_TV,CTV,Oracle,In_Market_Shoppers,2501139,28532,1.14,1590,1335,255,5.57,53074.18,265502.41,5.0,21.22,1.86,33.38,2251025,2501139,90.0,0,0.0,1.55,1610820,1449738
Premium_Retail_2024,Black_Friday_2024,Video_AG,Video_Creative,2024-06-19,Video,Desktop,Web,LiveRamp,In_Market_Shoppers,1199623,21117,1.76,1437,1207,230,6.8,46875.02,240012.32,5.12,39.07,2.22,32.62,1079660,1199623,90.0,719773,60.0,1.6,749923,674930
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-19,Display,Connected_TV,Web,Oracle,Behavioral_Shoppers,2809980,35056,1.25,2054,1725,329,5.86,67321.39,303541.15,4.51,23.96,1.92,32.78,2528982,2809980,90.0,0,0.0,1.74,1616816,1455134
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-19,Video,Connected_TV,CTV,Oracle,Behavioral_Shoppers,2351408,40630,1.73,2302,1933,369,5.67,92760.52,428123.59,4.62,39.45,2.28,40.3,2116267,2351408,90.0,1410844,60.0,1.65,1422805,1280524
Premium_Retail_2024,Cyber_Monday_2024,Display_AG,Display_Creative,2024-06-19,Display,Connected_TV,CTV,Neustar,Behavioral_Shoppers,2973305,56180,1.89,4747,3987,760,8.45,106191.35,753736.8,7.1,35.71,1.89,22.37,2675974,2973305,90.0,0,0.0,1.56,1904040,1713636
Premium_Retail_2024,Summer_Sale_2024,Display_AG,Display_Creative,2024-06-19,Display,Mobile,CTV,Oracle,Lookalike_Purchasers,1212471,21604,1.78,1226,1029,197,5.67,46181.38,223587.29,4.84,38.09,2.14,37.67,1091223,1212471,90.0,0,0.0,1.49,812562,731305
Premium_Retail_2024,Summer_Sale_2024,Native_AG,Native_Creative,2024-06-19,Native,Mobile,App,LiveRamp,In_Market_Shoppers,2300175,38134,1.66,2431,2042,389,6.37,65605.56,368356.63,5.61,28.52,1.72,26.99,2070157,2300175,90.0,0,0.0,1.51,1524388,1371949
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-19,Native,Connected_TV,App,Experian,In_Market_Shoppers,1631740,24170,1.48,2149,1805,344,8.89,40872.44,371238.19,9.08,25.05,1.69,19.02,1468566,1631740,90.0,0,0.0,1.52,1070508,963457
Premium_Retail_2024,Back_To_School_2024,Display_AG,Display_Creative,2024-06-19,Display,Mobile,CTV,Oracle,High_Intent_Buyers,2182080,26964,1.24,1417,1190,227,5.26,63461.6,251780.98,3.97,29.08,2.35,44.79,1963872,2182080,90.0,0,0.0,1.76,1236930,1113237
Premium_Retail_2024,Spring_Launch_2024,Native_AG,Native_Creative,2024-06-19,Native,Desktop,Web,Oracle,Behavioral_Shoppers,2096373,29589,1.41,1653,1388,265,5.59,70829.44,251034.67,3.54,33.79,2.39,42.85,1886735,2096373,90.0,0,0.0,1.52,1377356,1239620
Premium_Retail_2024,Spring_Launch_2024,Video_AG,Video_Creative,2024-06-19,Video,Desktop,CTV,Experian,Contextual_Shopping,1542401,25127,1.63,2358,1980,378,9.38,42612.72,450915.23,10.58,27.63,1.7,18.07,1388160,1542401,90.0,925440,60.0,1.76,874173,786755
Premium_Retail_2024,Valentine_Day_2024,Native_AG,Native_Creative,2024-06-19,Native,Connected_TV,CTV,Oracle,Lookalike_Purchasers,2261208,43886,1.94,3305,2776,529,7.53,90702.18,498769.48,5.5,40.11,2.07,27.44,2035087,2261208,90.0,0,0.0,1.47,1537755,1383979
Premium_Retail_2024,Valentine_Day_2024,Display_AG,Display_Creative,2024-06-19,Display,Connected_TV,App,Experian,In_Market_Shoppers,2128906,41398,1.94,3849,3233,616,9.3,75535.73,691349.38,9.15,35.48,1.82,19.62,1916015,2128906,90.0,0,0.0,1.76,1209147,1088232
Premium_Retail_2024,New_Year_2024,Video_AG,Video_Creative,2024-06-19,Video,Connected_TV,App,LiveRamp,Lookalike_Purchasers,1650052,26152,1.58,1471,1235,236,5.62,60560.53,260388.34,4.3,36.7,2.32,41.17,1485046,1650052,90.0,990031,60.0,1.73,955223,859700
Premium_Retail_2024,New_Year_2024,Display_AG,Display_Creative,2024-06-19,Display,Desktop,App,Oracle,In_Market_Shoppers,2981649,42722,1.43,3512,2950,562,8.22,89800.35,535063.91,5.96,30.12,2.1,25.57,2683484,2981649,90.0,0,0.0,1.7,1753274,1577946
Premium_Retail_2024,Q3_Promo_2024,Video_AG,Video_Creative,2024-06-19,Video,Mobile,Web,Oracle,Lookalike_Purchasers,1796611,31766,1.77,2057,1727,330,6.48,62979.05,342175.06,5.43,35.05,1.98,30.62,1616949,1796611,90.0,1077966,60.0,1.74,1030232,927208
Premium_Retail_2024,Q3_Promo_2024,Native_AG,Native_Creative,2024-06-19,Native,Desktop,Web,Experian,Lookalike_Purchasers,2565349,35244,1.37,2510,2108,402,7.12,58413.71,436106.83,7.47,22.77,1.66,23.27,2308814,2565349,90.0,0,0.0,1.51,1698543,1528688
Premium_Retail_2024,Flash_Sale_2024,Display_AG,Display_Creative,2024-06-19,Display,Connected_TV,Web,Neustar,Contextual_Shopping,2725261,46136,1.69,3718,3123,595,8.06,81064.15,543820.81,6.71,29.75,1.76,21.8,2452734,2725261,90.0,0,0.0,1.51,1809289,1628360
Premium_Retail_2024,Flash_Sale_2024,Native_AG,Native_Creative,2024-06-19,Native,Connected_TV,Web,Oracle,Contextual_Shopping,3597623,59103,1.64,3530,2965,565,5.97,133206.07,543268.23,4.08,37.03,2.25,37.74,3237860,3597623,90.0,0,0.0,1.5,2391532,2152378
Premium_Retail_2024,Holiday_Campaign_2024,Video_AG,Video_Creative,2024-06-20,Video,Mobile,App,Experian,In_Market_Shoppers,2202230,25880,1.18,2248,1888,360,8.69,53015.23,357084.12,6.74,24.07,2.05,23.58,1982007,2202230,90.0,1321338,60.0,1.63,1352529,1217276
Premium_Retail_2024,Holiday_Campaign_2024,Display_AG,Display_Creative,2024-06-20,Display,Desktop,Web,Neustar,High_Intent_Buyers,2005422,26371,1.31,1467,1232,235,5.56,58750.16,255452.98,4.35,29.3,2.23,40.05,1804879,2005422,90.0,0,0.0,1.5,1335362,1201825
Premium_Retail_2024,Black_Friday_2024,Native_AG,Native_Creative,2024-06-20,Native,Mobile,CTV,LiveRamp,Contextual_Shopping,1569779,26039,1.66,1378,1157,221,5.29,59299.71,210056.33,3.54,37.78,2.28,43.03,1412801,1569779,90.0,0,0.0,1.75,898247,808422
Premium_Retail_2024,Black_Friday_2024,Video_AG,Video_Creative,2024-06-20,Video,Desktop,App,Neustar,High_Intent_Buyers,1933039,35473,1.84,2138,1795,343,6.03,63382.37,339313.31,5.35,32.79,1.79,29.65,1739735,1933039,90.0,1159823,60.0,1.52,1273051,1145745
Premium_Retail_2024,Cyber_Monday_2024,Display_AG,Display_Creative,2024-06-20,Display,Desktop,CTV,LiveRamp,High_Intent_Buyers,3082475,42509,1.38,2647,2223,424,6.23,98839.79,460013.58,4.65,32.07,2.33,37.34,2774227,3082475,90.0,0,0.0,1.71,1806015,1625413
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-20,Video,Connected_TV,App,Neustar,Behavioral_Shoppers,1853429,21935,1.18,1357,1139,218,6.19,47731.09,219198.2,4.59,25.75,2.18,35.17,1668086,1853429,90.0,1112057,60.0,1.48,1256000,1130400
Premium_Retail_2024,Summer_Sale_2024,Display_AG,Display_Creative,2024-06-20,Display,Desktop,CTV,LiveRamp,Lookalike_Purchasers,1344990,17003,1.26,1000,840,160,5.88,33848.94,190047.89,5.61,25.17,1.99,33.85,1210491,1344990,90.0,0,0.0,1.49,900651,810585
Premium_Retail_2024,Summer_Sale_2024,Video_AG,Video_Creative,2024-06-20,Video,Connected_TV,Web,LiveRamp,Contextual_Shopping,1217374,22452,1.84,1887,1585,302,8.4,38892.29,297823.47,7.66,31.95,1.73,20.61,1095636,1217374,90.0,730424,60.0,1.76,690773,621695
Premium_Retail_2024,Back_To_School_2024,Display_AG,Display_Creative,2024-06-20,Display,Mobile,Web,Oracle,High_Intent_Buyers,968896,14963,1.54,1081,908,173,7.22,24332.77,207009.27,8.51,25.11,1.63,22.51,872006,968896,90.0,0,0.0,1.62,599070,539163
Premium_Retail_2024,Back_To_School_2024,Video_AG,Video_Creative,2024-06-20,Video,Connected_TV,CTV,Oracle,Contextual_Shopping,2304757,39861,1.73,3118,2619,499,7.82,73444.15,584657.55,7.96,31.87,1.84,23.55,2074281,2304757,90.0,1382854,60.0,1.68,1371716,1234544
Premium_Retail_2024,Spring_Launch_2024,Native_AG,Native_Creative,2024-06-20,Native,Connected_TV,Web,Oracle,Behavioral_Shoppers,3470777,40186,1.16,2255,1894,361,5.61,87655.86,391193.69,4.46,25.26,2.18,38.87,3123699,3470777,90.0,0,0.0,1.55,2245301,2020770
Premium_Retail_2024,Spring_Launch_2024,Video_AG,Video_Creative,2024-06-20,Video,Mobile,App,LiveRamp,In_Market_Shoppers,1622074,26376,1.63,1383,1161,222,5.24,59270.3,233051.32,3.93,36.54,2.25,42.86,1459866,1622074,90.0,973244,60.0,1.75,926400,833760
Premium_Retail_2024,Valentine_Day_2024,Video_AG,Video_Creative,2024-06-20,Video,Mobile,Web,Oracle,Behavioral_Shoppers,1703403,29903,1.76,1628,1367,261,5.44,68644.89,297359.21,4.33,40.3,2.3,42.17,1533062,1703403,90.0,1022041,60.0,1.68,1015200,913680
Premium_Retail_2024,Valentine_Day_2024,Native_AG,Native_Creative,2024-06-20,Native,Connected_TV,App,Neustar,Lookalike_Purchasers,2996718,59028,1.97,5182,4352,830,8.78,108973.03,911283.0,8.36,36.36,1.85,21.03,2697046,2996718,90.0,0,0.0,1.63,1839914,1655922
Premium_Retail_2024,New_Year_2024,Display_AG,Display_Creative,2024-06-20,Display,Desktop,Web,LiveRamp,High_Intent_Buyers,1464267,22158,1.51,1136,954,182,5.13,35629.62,206469.79,5.79,24.33,1.61,31.36,1317840,1464267,90.0,0,0.0,1.48,988895,890005
Premium_Retail_2024,New_Year_2024,Video_AG,Video_Creative,2024-06-20,Video,Desktop,CTV,Neustar,Contextual_Shopping,1353116,22225,1.64,1433,1203,230,6.45,44050.74,213165.54,4.84,32.56,1.98,30.74,1217804,1353116,90.0,811869,60.0,1.54,876752,789076
Premium_Retail_2024,Q3_Promo_2024,Video_AG,Video_Creative,2024-06-20,Video,Connected_TV,CTV,Neustar,High_Intent_Buyers,1336177,18925,1.42,1517,1274,243,8.02,38020.23,247537.8,6.51,28.45,2.01,25.06,1202559,1336177,90.0,801706,60.0,1.6,833929,750536
Premium_Retail_2024,Q3_Promo_2024,Display_AG,Display_Creative,2024-06-20,Display,Desktop,App,Oracle,High_Intent_Buyers,3445466,40880,1.19,3743,3144,599,9.16,69539.6,573431.71,8.25,20.18,1.7,18.58,3100919,3445466,90.0,0,0.0,1.47,2340912,2106820
Premium_Retail_2024,Flash_Sale_2024,Video_AG,Video_Creative,2024-06-20,Video,Connected_TV,CTV,Neustar,High_Intent_Buyers,3369691,49118,1.46,3380,2839,541,6.88,90342.35,521022.32,5.77,26.81,1.84,26.73,3032721,3369691,90.0,2021814,60.0,1.77,1905724,1715151
Premium_Retail_2024,Flash_Sale_2024,Display_AG,Display_Creative,2024-06-20,Display,Mobile,App,LiveRamp,High_Intent_Buyers,896697,14360,1.6,1067,896,171,7.43,31724.83,157483.23,4.96,35.38,2.21,29.73,807027,896697,90.0,0,0.0,1.61,557588,501829
Premium_Retail_2024,Holiday_Campaign_2024,Display_AG,Display_Creative,2024-06-21,Display,Connected_TV,App,LiveRamp,High_Intent_Buyers,2403675,46596,1.94,3472,2916,556,7.45,79535.06,523108.71,6.58,33.09,1.71,22.91,2163307,2403675,90.0,0,0.0,1.62,1483523,1335170
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-21,Native,Mobile,App,Neustar,Behavioral_Shoppers,2498580,51457,2.06,4503,3782,721,8.75,99388.91,722499.25,7.27,39.78,1.93,22.07,2248722,2498580,90.0,0,0.0,1.79,1398386,1258547
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-21,Display,Mobile,CTV,Experian,In_Market_Shoppers,1081348,17036,1.58,922,774,148,5.41,29388.61,177218.61,6.03,27.18,1.73,31.87,973213,1081348,90.0,0,0.0,1.55,699565,629608
Premium_Retail_2024,Black_Friday_2024,Video_AG,Video_Creative,2024-06-21,Video,Mobile,CTV,Experian,Contextual_Shopping,1567374,30462,1.94,1793,1506,287,5.89,58226.7,282676.19,4.85,37.15,1.91,32.47,1410636,1567374,90.0,940424,60.0,1.47,1068067,961260
Premium_Retail_2024,Cyber_Monday_2024,Display_AG,Display_Creative,2024-06-21,Display,Connected_TV,Web,Experian,Contextual_Shopping,1965164,31934,1.63,2224,1868,356,6.96,76593.31,340714.69,4.45,38.98,2.4,34.44,1768647,1965164,90.0,0,0.0,1.64,1195955,1076359
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-21,Video,Desktop,CTV,LiveRamp,Behavioral_Shoppers,2757318,49512,1.8,3775,3171,604,7.62,116923.17,586019.94,5.01,42.4,2.36,30.97,2481586,2757318,90.0,1654390,60.0,1.59,1733001,1559700
Premium_Retail_2024,Summer_Sale_2024,Video_AG,Video_Creative,2024-06-21,Video,Mobile,Web,Oracle,High_Intent_Buyers,2638875,35444,1.34,3163,2656,507,8.92,74832.99,512424.84,6.85,28.36,2.11,23.66,2374987,2638875,90.0,1583325,60.0,1.57,1684430,1515987
Premium_Retail_2024,Summer_Sale_2024,Native_AG,Native_Creative,2024-06-21,Native,Desktop,CTV,Experian,High_Intent_Buyers,3305850,68386,2.07,4337,3643,694,6.34,159151.96,627757.98,3.94,48.14,2.33,36.7,2975265,3305850,90.0,0,0.0,1.79,1847645,1662880
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-21,Native,Connected_TV,Web,LiveRamp,Behavioral_Shoppers,3115787,49303,1.58,3532,2966,566,7.16,88116.94,610725.37,6.93,28.28,1.79,24.95,2804208,3115787,90.0,0,0.0,1.79,1745155,1570639
Premium_Retail_2024,Back_To_School_2024,Display_AG,Display_Creative,2024-06-21,Display,Connected_TV,App,Neustar,Lookalike_Purchasers,2684362,39520,1.47,2353,1976,377,5.95,79379.71,417867.04,5.26,29.57,2.01,33.74,2415925,2684362,90.0,0,0.0,1.52,1768479,1591631
Premium_Retail_2024,Spring_Launch_2024,Display_AG,Display_Creative,2024-06-21,Display,Desktop,App,Oracle,Contextual_Shopping,2670188,36055,1.35,2173,1825,348,6.03,74394.01,352935.09,4.74,27.86,2.06,34.24,2403169,2670188,90.0,0,0.0,1.67,1595108,1435597
Premium_Retail_2024,Spring_Launch_2024,Native_AG,Native_Creative,2024-06-21,Native,Mobile,App,LiveRamp,In_Market_Shoppers,1712627,28329,1.65,1737,1459,278,6.13,53899.96,309999.09,5.75,31.47,1.9,31.03,1541364,1712627,90.0,0,0.0,1.65,1037915,934123
Premium_Retail_2024,Valentine_Day_2024,Display_AG,Display_Creative,2024-06-21,Display,Connected_TV,App,Neustar,Behavioral_Shoppers,2806426,48675,1.73,2894,2430,464,5.95,111632.97,462621.37,4.14,39.78,2.29,38.57,2525783,2806426,90.0,0,0.0,1.55,1805287,1624758
Premium_Retail_2024,Valentine_Day_2024,Native_AG,Native_Creative,2024-06-21,Native,Connected_TV,CTV,Neustar,Lookalike_Purchasers,1899507,33093,1.74,2093,1758,335,6.32,72752.97,309941.15,4.26,38.3,2.2,34.76,1709556,1899507,90.0,0,0.0,1.68,1132349,1019114
Premium_Retail_2024,New_Year_2024,Video_AG,Video_Creative,2024-06-21,Video,Connected_TV,App,Neustar,Contextual_Shopping,1445184,24970,1.73,1427,1198,229,5.71,46335.01,211096.3,4.56,32.06,1.86,32.47,1300665,1445184,90.0,867110,60.0,1.51,955929,860336
Premium_Retail_2024,New_Year_2024,Native_AG,Native_Creative,2024-06-21,Native,Mobile,CTV,Oracle,In_Market_Shoppers,2886053,40186,1.39,2903,2438,465,7.22,80581.83,438609.36,5.44,27.92,2.01,27.76,2597447,2886053,90.0,0,0.0,1.56,1849336,1664402
Premium_Retail_2024,Q3_Promo_2024,Display_AG,Display_Creative,2024-06-21,Display,Connected_TV,Web,Oracle,Lookalike_Purchasers,1259260,20315,1.61,1090,915,175,5.37,33802.85,208626.31,6.17,26.84,1.66,31.01,1133334,1259260,90.0,0,0.0,1.48,849401,764460
Premium_Retail_2024,Q3_Promo_2024,Native_AG,Native_Creative,2024-06-21,Native,Desktop,App,LiveRamp,In_Market_Shoppers,1395197,22865,1.64,1233,1035,198,5.39,51092.25,179133.26,3.51,36.62,2.23,41.44,1255677,1395197,90.0,0,0.0,1.6,873553,786197
Premium_Retail_2024,Flash_Sale_2024,Video_AG,Video_Creative,2024-06-21,Video,Desktop,Web,Oracle,Contextual_Shopping,2510586,30433,1.21,2347,1971,376,7.71,71619.26,346666.02,4.84,28.53,2.35,30.52,2259527,2510586,90.0,1506351,60.0,1.56,1614052,1452646
Premium_Retail_2024,Flash_Sale_2024,Native_AG,Native_Creative,2024-06-21,Native,Mobile,Web,LiveRamp,In_Market_Shoppers,1361612,18826,1.38,1410,1184,226,7.49,44095.66,217744.05,4.94,32.38,2.34,31.27,1225450,1361612,90.0,0,0.0,1.47,927493,834743
Premium_Retail_2024,Holiday_Campaign_2024,Video_AG,Video_Creative,2024-06-22,Video,Mobile,App,Experian,High_Intent_Buyers,1575742,31870,2.02,1653,1388,265,5.19,55126.84,317392.3,5.76,34.98,1.73,33.35,1418167,1575742,90.0,945445,60.0,1.69,931261,838134
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-22,Native,Mobile,App,LiveRamp,Contextual_Shopping,1645224,32405,1.97,2953,2480,473,9.11,71146.16,561523.58,7.89,43.24,2.2,24.09,1480701,1645224,90.0,0,0.0,1.69,972234,875010
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-22,Display,Desktop,CTV,Oracle,Contextual_Shopping,1446356,26506,1.83,2484,2086,398,9.37,61454.56,362109.55,5.89,42.49,2.32,24.74,1301720,1446356,90.0,0,0.0,1.67,867874,781086
Premium_Retail_2024,Black_Friday_2024,Native_AG,Native_Creative,2024-06-22,Native,Desktop,CTV,Oracle,Contextual_Shopping,2294560,44541,1.94,2821,2369,452,6.33,71552.51,429420.23,6.0,31.18,1.61,25.36,2065104,2294560,90.0,0,0.0,1.64,1401384,1261245
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-22,Video,Desktop,App,LiveRamp,Lookalike_Purchasers,997852,11581,1.16,795,667,128,6.86,24532.04,141994.52,5.79,24.58,2.12,30.86,898066,997852,90.0,598711,60.0,1.6,622727,560454
Premium_Retail_2024,Cyber_Monday_2024,Native_AG,Native_Creative,2024-06-22,Native,Connected_TV,App,Oracle,High_Intent_Buyers,2380180,27088,1.14,1695,1423,272,6.26,57857.26,280450.61,4.85,24.31,2.14,34.13,2142162,2380180,90.0,0,0.0,1.69,1406094,1265484
Premium_Retail_2024,Summer_Sale_2024,Native_AG,Native_Creative,2024-06-22,Native,Mobile,Web,Oracle,Lookalike_Purchasers,1569957,17843,1.14,1556,1307,249,8.72,41082.43,250873.64,6.11,26.17,2.3,26.4,1412961,1569957,90.0,0,0.0,1.55,1012553,911297
