Campaign_Name,Ad_Group_Name,Keyword,Match_Type,Date,Network,Device,Location,Age,Gender,Impressions,Clicks,CTR,Avg_CPC,Cost,Conversions,Conv_Rate,Cost_Per_Conv,Conv_Value,ROAS,Quality_Score,Impression_Share,Search_Impr_Share,Top_Impr_Rate
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-13,Search,Desktop,United States,45-54,Male,425280,8397,1.97,2.05,17200.99,884,10.53,19.46,156841.91,9.12,9,66.8,64.6,76.4
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-13,Shopping,Mobile,United States,45-54,Female,352236,11044,3.14,2.24,24696.79,1216,11.01,20.31,230433.25,9.33,9,73.1,78.7,67.4
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-14,Shopping,Desktop,United States,18-24,Male,611595,12914,2.11,1.9,24502.02,841,6.51,29.13,120879.1,4.93,7,75.0,82.9,69.6
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-14,Search,Mobile,United States,35-44,Female,313738,6632,2.11,1.7,11247.22,617,9.3,18.23,115989.5,10.31,10,72.7,74.1,72.2
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-14,Search,Desktop,United States,45-54,Male,545410,12415,2.28,2.23,27682.38,1172,9.44,23.62,158830.55,5.74,10,69.1,76.9,63.3
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-14,Shopping,Mobile,United States,25-34,Female,434975,7804,1.79,1.69,13191.47,576,7.38,22.9,111207.82,8.43,9,81.7,81.4,66.8
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-14,Search,Mobile,United States,18-24,Female,607171,18398,3.03,1.9,34955.41,2027,11.02,17.24,381444.41,10.91,7,85.7,81.0,73.6
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-14,Search,Desktop,United States,25-34,Male,941771,22411,2.38,2.28,51171.79,1576,7.03,32.47,284254.29,5.55,10,81.4,77.7,75.1
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-14,Search,Desktop,United States,45-54,Male,629197,16152,2.57,1.51,24400.3,1081,6.69,22.57,188652.66,7.73,10,76.4,66.4,62.8
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-14,Search,Desktop,United States,25-34,Male,514934,14544,2.82,2.11,30683.72,916,6.3,33.5,166854.88,5.44,9,69.7,76.8,60.3
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-14,Shopping,Mobile,United States,25-34,Female,808515,15123,1.87,2.24,33901.74,1317,8.71,25.74,181314.01,5.35,10,64.4,70.0,74.2
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-14,Search,Mobile,United States,45-54,Female,495046,13893,2.81,2.16,29944.64,1014,7.3,29.53,139034.08,4.64,8,84.3,68.6,60.1
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-14,Search,Desktop,United States,45-54,Male,703968,14607,2.07,1.98,28858.04,906,6.2,31.85,178968.47,6.2,10,73.8,83.9,65.7
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-14,Search,Mobile,United States,45-54,Female,558796,17444,3.12,1.83,31913.2,1422,8.15,22.44,195034.82,6.11,10,85.2,63.9,73.5
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-14,Search,Desktop,United States,35-44,Female,438972,8086,1.84,1.5,12142.78,866,10.71,14.02,156731.66,12.91,8,79.2,71.7,62.7
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-14,Shopping,Desktop,United States,45-54,Female,1061017,28249,2.66,2.23,62891.94,2207,7.81,28.5,435081.29,6.92,10,65.3,63.8,76.5
New_Year_2024,new_AG,new year deals,Broad,2024-06-14,Search,Mobile,United States,35-44,Female,382720,8571,2.24,2.26,19387.2,707,8.25,27.42,94309.57,4.86,8,78.4,67.4,60.2
New_Year_2024,new_AG,new year sale,Phrase,2024-06-14,Search,Desktop,United States,45-54,Male,725249,17871,2.46,1.55,27697.48,1868,10.45,14.83,315607.17,11.39,9,70.3,77.1,74.2
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-14,Shopping,Mobile,United States,18-24,Male,504163,10354,2.05,1.61,16672.93,1070,10.33,15.58,157813.63,9.47,7,64.2,76.1,60.9
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-14,Search,Desktop,United States,45-54,Male,682963,20861,3.05,2.11,43984.29,2128,10.2,20.67,346981.8,7.89,8,81.5,76.2,58.4
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-14,Shopping,Desktop,United States,25-34,Male,660710,20094,3.04,2.45,49298.77,1945,9.68,25.35,309636.26,6.28,10,68.4,66.0,60.8
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-14,Shopping,Desktop,United States,18-24,Male,739062,19037,2.58,2.18,41571.95,1437,7.55,28.93,241728.26,5.81,8,71.4,77.3,78.0
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-15,Search,Mobile,United States,25-34,Female,871291,16019,1.84,1.98,31673.33,1582,9.88,20.02,265440.53,8.38,10,85.1,63.2,63.7
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-15,Search,Desktop,United States,25-34,Female,662942,19234,2.9,2.02,38925.64,1280,6.65,30.41,193086.92,4.96,8,75.5,83.9,65.2
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-15,Search,Mobile,United States,35-44,Male,277142,6916,2.5,1.81,12519.25,611,8.83,20.49,99472.56,7.95,8,79.3,82.1,61.9
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-15,Search,Mobile,United States,18-24,Male,672176,21334,3.17,1.87,39971.59,1393,6.53,28.69,259440.87,6.49,7,79.5,66.7,66.9
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-15,Shopping,Desktop,United States,25-34,Male,506331,10150,2.0,2.21,22481.37,961,9.47,23.39,183118.89,8.15,9,76.5,74.6,70.4
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-15,Search,Mobile,United States,25-34,Female,707552,20433,2.89,2.16,44186.35,2090,10.23,21.14,381898.75,8.64,7,78.1,65.6,76.6
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-15,Shopping,Mobile,United States,45-54,Female,585953,18729,3.2,1.9,35620.14,1253,6.69,28.43,238570.48,6.7,7,81.6,79.3,59.6
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-15,Shopping,Desktop,United States,35-44,Male,868995,22981,2.64,1.97,45280.75,2437,10.6,18.58,428811.42,9.47,7,66.7,73.4,70.8
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-15,Search,Desktop,United States,45-54,Male,633863,13753,2.17,2.29,31552.6,1379,10.03,22.88,193682.3,6.14,8,64.1,74.8,73.9
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-15,Search,Mobile,United States,18-24,Female,617692,18345,2.97,2.12,38933.65,1702,9.28,22.88,227826.64,5.85,8,65.7,77.9,73.4
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-15,Search,Mobile,United States,25-34,Female,979985,25825,2.64,2.11,54603.5,1674,6.48,32.62,294761.21,5.4,8,74.5,75.2,69.3
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-15,Search,Desktop,United States,45-54,Female,914129,20365,2.23,1.87,38154.36,1618,7.95,23.58,294997.16,7.73,8,73.5,65.9,77.9
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-15,Shopping,Mobile,United States,45-54,Male,714928,13682,1.91,2.17,29693.7,1329,9.71,22.34,219304.55,7.39,10,78.3,65.8,65.3
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-15,Shopping,Desktop,United States,18-24,Female,242011,5640,2.33,2.06,11634.19,462,8.19,25.18,79072.31,6.8,8,75.0,69.0,60.7
New_Year_2024,new_AG,new year deals,Broad,2024-06-15,Shopping,Mobile,United States,25-34,Female,286335,5872,2.05,2.21,12961.98,594,10.12,21.82,106650.11,8.23,9,78.2,68.8,72.3
New_Year_2024,new_AG,new year sale,Phrase,2024-06-15,Search,Mobile,United States,35-44,Male,1021362,18592,1.82,2.41,44762.32,1182,6.36,37.87,195241.25,4.36,9,75.3,80.4,76.4
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-15,Shopping,Mobile,United States,45-54,Female,450231,11726,2.6,2.18,25551.45,750,6.4,34.07,123151.84,4.82,8,84.0,72.0,59.2
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-15,Search,Desktop,United States,18-24,Female,653215,15639,2.39,1.74,27173.21,1243,7.95,21.86,191391.53,7.04,9,70.9,64.0,75.8
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-15,Search,Desktop,United States,45-54,Female,495793,13312,2.68,2.11,28041.32,1061,7.97,26.43,197705.48,7.05,9,84.7,62.2,59.4
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-15,Shopping,Desktop,United States,25-34,Male,377853,7950,2.1,2.41,19173.05,743,9.35,25.8,116136.27,6.06,8,73.1,77.2,60.7
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-16,Search,Mobile,United States,35-44,Female,707421,12430,1.76,2.48,30813.31,845,6.8,36.47,152927.55,4.96,10,64.6,71.5,70.7
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-16,Search,Desktop,United States,45-54,Female,467816,11297,2.41,1.8,20370.03,959,8.49,21.24,158524.67,7.78,10,81.4,64.8,59.5
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-16,Search,Mobile,United States,25-34,Female,849103,26163,3.08,2.36,61620.92,2303,8.8,26.76,439087.84,7.13,9,81.9,68.1,61.3
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-16,Shopping,Desktop,United States,45-54,Male,808390,16900,2.09,2.12,35873.95,1509,8.93,23.77,258788.77,7.21,9,68.0,79.4,66.6
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-16,Shopping,Mobile,United States,35-44,Male,442429,14358,3.25,1.78,25589.86,1142,7.95,22.41,201730.38,7.88,10,83.6,64.8,72.8
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-16,Shopping,Desktop,United States,25-34,Male,548160,13070,2.38,1.79,23352.52,1229,9.4,19.0,182188.02,7.8,8,72.4,81.7,69.8
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-16,Search,Desktop,United States,18-24,Male,307141,6893,2.24,2.13,14663.24,579,8.4,25.33,101662.21,6.93,8,80.9,72.6,77.9
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-16,Search,Mobile,United States,35-44,Female,1111064,20442,1.84,1.77,36109.39,1529,7.48,23.62,220425.48,6.1,9,70.8,71.4,58.9
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-16,Shopping,Desktop,United States,18-24,Male,292533,5541,1.89,1.55,8568.14,465,8.39,18.43,71624.42,8.36,8,84.8,64.3,76.7
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-16,Shopping,Desktop,United States,25-34,Male,377834,10121,2.68,1.75,17688.78,1028,10.16,17.21,139866.94,7.91,9,85.2,63.1,62.7
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-16,Shopping,Desktop,United States,25-34,Male,643441,18557,2.88,2.45,45485.3,1509,8.13,30.14,274611.54,6.04,10,80.1,74.6,71.9
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-16,Shopping,Desktop,United States,18-24,Male,314451,7585,2.41,2.29,17338.25,634,8.36,27.35,120238.93,6.93,8,82.5,81.0,60.5
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-16,Search,Desktop,United States,18-24,Female,837335,15025,1.79,2.48,37304.08,1074,7.15,34.73,167789.04,4.5,9,69.9,62.9,63.1
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-16,Shopping,Desktop,United States,18-24,Female,288978,6766,2.34,2.47,16690.53,643,9.5,25.96,114875.46,6.88,8,73.9,79.8,76.3
New_Year_2024,new_AG,new year deals,Broad,2024-06-16,Shopping,Desktop,United States,45-54,Female,1009092,19157,1.9,2.38,45586.84,1359,7.09,33.54,215020.46,4.72,9,71.5,76.8,70.0
New_Year_2024,new_AG,new year sale,Phrase,2024-06-16,Shopping,Mobile,United States,35-44,Female,585870,17132,2.92,1.94,33230.01,1021,5.96,32.55,162703.72,4.9,9,75.4,63.6,60.9
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-16,Search,Mobile,United States,25-34,Male,1232704,37681,3.06,1.63,61545.41,3357,8.91,18.33,527149.9,8.57,10,76.0,72.4,58.8
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-16,Search,Mobile,United States,45-54,Male,314045,6087,1.94,1.99,12106.85,643,10.56,18.83,127124.42,10.5,7,85.0,83.6,58.1
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-16,Search,Desktop,United States,18-24,Female,819398,17694,2.16,2.37,41857.24,1787,10.1,23.42,285853.03,6.83,8,74.4,67.9,63.7
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-16,Shopping,Mobile,United States,45-54,Female,868119,26766,3.08,1.69,45284.56,1968,7.35,23.01,273888.07,6.05,9,86.0,81.9,69.1
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-17,Shopping,Desktop,United States,35-44,Female,918824,26387,2.87,1.7,44958.47,2827,10.71,15.9,471444.71,10.49,10,65.8,70.7,70.1
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-17,Search,Desktop,United States,35-44,Female,610074,17074,2.8,2.38,40671.12,1688,9.89,24.09,294413.24,7.24,7,75.3,67.6,67.1
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-17,Search,Desktop,United States,45-54,Female,514897,16224,3.15,2.41,39056.22,1094,6.74,35.7,203804.47,5.22,7,79.6,83.4,67.3
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-17,Search,Mobile,United States,45-54,Female,741154,18727,2.53,1.57,29390.16,1158,6.18,25.38,162188.73,5.52,10,70.4,67.7,72.7
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-17,Shopping,Desktop,United States,18-24,Female,423304,13575,3.21,1.81,24576.06,1457,10.73,16.87,251256.94,10.22,10,74.9,76.7,72.1
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-17,Search,Desktop,United States,35-44,Female,330647,9514,2.88,2.23,21170.29,1050,11.04,20.16,201797.98,9.53,8,79.2,77.7,77.1
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-17,Shopping,Desktop,United States,35-44,Female,476335,14244,2.99,2.27,32296.75,928,6.52,34.8,173351.57,5.37,10,69.4,74.4,66.1
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-17,Shopping,Mobile,United States,25-34,Male,464010,10279,2.22,2.36,24211.43,1014,9.86,23.88,168879.28,6.98,10,78.7,83.6,65.9
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-17,Search,Mobile,United States,25-34,Female,817086,20838,2.55,2.44,50760.79,1613,7.74,31.47,317910.71,6.26,7,70.6,64.4,61.7
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-17,Search,Desktop,United States,18-24,Male,695809,18958,2.72,2.02,38234.97,1491,7.86,25.64,252119.45,6.59,8,82.6,80.4,72.6
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-17,Search,Desktop,United States,35-44,Male,664299,17506,2.64,1.51,26393.05,1301,7.43,20.29,199915.17,7.57,10,76.1,81.9,74.9
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-17,Search,Mobile,United States,18-24,Female,294484,7447,2.53,2.16,16079.18,818,10.98,19.66,109665.98,6.82,8,74.2,83.7,77.7
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-17,Shopping,Desktop,United States,18-24,Male,523057,9153,1.75,2.09,19099.88,949,10.37,20.13,145580.03,7.62,7,84.8,69.3,70.2
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-17,Search,Mobile,United States,45-54,Female,1024244,23231,2.27,1.85,43028.61,1939,8.35,22.19,362834.88,8.43,10,66.0,75.9,71.6
New_Year_2024,new_AG,new year deals,Broad,2024-06-17,Search,Desktop,United States,35-44,Male,912842,28788,3.15,2.1,60512.11,2644,9.18,22.89,453668.52,7.5,9,80.0,65.0,76.0
New_Year_2024,new_AG,new year sale,Phrase,2024-06-17,Search,Mobile,United States,35-44,Female,681235,18469,2.71,2.12,39070.82,1294,7.01,30.19,174284.88,4.46,9,66.9,68.0,75.8
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-17,Shopping,Desktop,United States,35-44,Male,954466,17617,1.85,1.79,31521.53,1847,10.48,17.07,272653.21,8.65,8,86.2,67.7,72.9
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-17,Shopping,Desktop,United States,45-54,Female,792672,15491,1.95,1.76,27189.1,1455,9.39,18.69,224427.53,8.25,7,77.3,66.6,67.0
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-17,Search,Desktop,United States,25-34,Female,322102,7631,2.37,1.7,12956.81,633,8.3,20.47,112504.0,8.68,9,85.5,79.3,61.1
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-17,Shopping,Mobile,United States,45-54,Male,411752,7692,1.87,1.64,12581.42,556,7.23,22.63,80713.86,6.42,9,68.6,67.1,63.9
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-18,Search,Mobile,United States,18-24,Male,305795,6625,2.17,2.19,14498.23,474,7.15,30.59,67943.79,4.69,9,65.3,73.0,75.0
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-18,Shopping,Desktop,United States,35-44,Male,582009,14919,2.56,2.15,32085.08,1338,8.97,23.98,254117.15,7.92,8,83.2,63.3,65.2
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-18,Shopping,Mobile,United States,18-24,Male,442156,14054,3.18,2.3,32390.04,962,6.85,33.67,144711.53,4.47,10,80.9,72.4,69.0
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-18,Shopping,Desktop,United States,35-44,Female,833808,15883,1.9,2.36,37419.74,1644,10.35,22.76,267813.85,7.16,9,77.9,76.5,61.7
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-18,Shopping,Mobile,United States,35-44,Male,643536,11461,1.78,2.41,27654.04,884,7.71,31.28,121695.72,4.4,10,74.2,63.7,59.5
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-18,Shopping,Mobile,United States,25-34,Male,819686,20600,2.51,2.08,42850.95,1915,9.3,22.38,337242.31,7.87,8,73.5,76.1,64.0
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-18,Search,Desktop,United States,35-44,Male,866633,20279,2.34,1.83,37092.52,1453,7.17,25.53,199320.06,5.37,10,75.1,73.8,64.7
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-18,Shopping,Mobile,United States,25-34,Male,964411,24934,2.59,2.39,59567.59,2208,8.86,26.98,319132.06,5.36,7,85.7,81.4,67.4
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-18,Shopping,Desktop,United States,35-44,Male,661065,13776,2.08,2.31,31767.74,868,6.3,36.6,151129.2,4.76,10,78.2,66.0,72.2
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-18,Search,Desktop,United States,25-34,Male,859273,19548,2.27,1.98,38771.03,1993,10.2,19.45,331890.54,8.56,8,77.7,71.1,60.9
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-18,Search,Desktop,United States,45-54,Male,1193675,30406,2.55,1.84,55838.99,2916,9.59,19.15,504392.87,9.03,8,69.0,81.3,59.2
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-18,Shopping,Desktop,United States,18-24,Male,841704,20763,2.47,1.82,37751.25,2110,10.16,17.89,369913.15,9.8,8,80.8,71.1,77.0
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-18,Shopping,Mobile,United States,45-54,Female,595242,15158,2.55,2.43,36889.27,966,6.37,38.19,134449.32,3.64,9,86.1,83.3,73.5
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-18,Shopping,Mobile,United States,45-54,Male,541819,13594,2.51,1.76,23887.55,1108,8.15,21.56,177799.72,7.44,8,64.6,72.0,67.6
New_Year_2024,new_AG,new year deals,Broad,2024-06-18,Search,Mobile,United States,25-34,Female,467086,11792,2.52,2.36,27848.97,922,7.82,30.2,146636.13,5.27,10,76.6,66.5,65.8
New_Year_2024,new_AG,new year sale,Phrase,2024-06-18,Search,Mobile,United States,25-34,Male,883169,20910,2.37,2.41,50322.35,1900,9.09,26.49,270082.48,5.37,7,74.7,78.8,70.9
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-18,Search,Desktop,United States,35-44,Female,1069246,30740,2.87,1.56,48004.01,2005,6.52,23.94,350641.25,7.3,10,69.1,74.9,74.0
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-18,Shopping,Desktop,United States,45-54,Female,951108,22572,2.37,2.15,48445.61,1508,6.68,32.13,271035.45,5.59,9,79.4,73.3,63.5
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-18,Shopping,Mobile,United States,45-54,Female,967004,24328,2.52,1.56,37931.66,2587,10.63,14.66,472565.44,12.46,9,76.9,71.6,77.4
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-18,Shopping,Mobile,United States,18-24,Male,902197,23028,2.55,2.15,49582.83,1699,7.38,29.18,246214.41,4.97,8,69.9,68.5,72.9
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-19,Search,Mobile,United States,35-44,Male,498622,14541,2.92,2.02,29422.19,1150,7.91,25.58,174600.06,5.93,10,75.3,69.0,66.6
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-19,Search,Desktop,United States,35-44,Female,544023,14628,2.69,2.25,32883.49,1402,9.58,23.45,260484.29,7.92,10,68.3,83.8,67.5
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-19,Search,Desktop,United States,45-54,Female,582816,16124,2.77,2.07,33314.6,1778,11.03,18.74,260197.58,7.81,7,73.2,64.8,61.5
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-19,Search,Mobile,United States,45-54,Female,432078,7592,1.76,2.39,18143.52,696,9.17,26.07,112125.41,6.18,8,71.2,64.8,76.6
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-19,Shopping,Desktop,United States,18-24,Male,473594,10677,2.25,1.57,16772.89,812,7.61,20.66,117078.92,6.98,7,81.4,77.8,68.0
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-19,Search,Mobile,United States,18-24,Male,1101726,22266,2.02,1.95,43462.47,2131,9.57,20.4,290828.13,6.69,10,72.1,74.6,65.3
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-19,Shopping,Mobile,United States,18-24,Female,303732,8085,2.66,1.87,15105.94,524,6.48,28.83,73990.55,4.9,10,75.6,65.9,76.0
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-19,Search,Mobile,United States,18-24,Male,932518,21201,2.27,2.33,49419.26,1837,8.66,26.9,261767.65,5.3,8,77.6,76.9,59.5
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-19,Search,Desktop,United States,25-34,Male,627803,11037,1.76,1.82,20047.92,845,7.66,23.73,146686.74,7.32,8,68.2,62.7,64.2
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-19,Search,Desktop,United States,45-54,Female,1120039,26306,2.35,1.92,50378.46,2194,8.34,22.96,398470.03,7.91,10,74.6,64.0,62.0
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-19,Shopping,Mobile,United States,35-44,Male,602369,15130,2.51,1.53,23147.83,1119,7.4,20.69,192551.78,8.32,10,71.7,77.5,65.8
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-19,Shopping,Desktop,United States,45-54,Male,644146,20600,3.2,2.3,47376.72,2228,10.82,21.26,324208.23,6.84,9,80.6,69.1,72.6
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-19,Search,Desktop,United States,18-24,Female,705954,15418,2.18,2.46,37909.7,1082,7.02,35.04,196994.9,5.2,8,78.9,68.7,67.2
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-19,Shopping,Mobile,United States,25-34,Male,501782,15714,3.13,2.47,38784.03,1521,9.68,25.5,286041.91,7.38,9,65.6,70.5,64.5
New_Year_2024,new_AG,new year deals,Broad,2024-06-19,Search,Mobile,United States,35-44,Female,347352,7033,2.02,2.06,14511.76,653,9.28,22.22,91900.15,6.33,9,66.7,62.8,73.3
New_Year_2024,new_AG,new year sale,Phrase,2024-06-19,Shopping,Mobile,United States,45-54,Male,756329,15793,2.09,2.28,35977.94,1055,6.68,34.1,169004.78,4.7,9,80.5,74.6,69.1
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-19,Search,Desktop,United States,18-24,Female,544617,11008,2.02,2.08,22924.81,668,6.07,34.32,126493.67,5.52,8,71.6,71.2,63.1
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-19,Search,Mobile,United States,35-44,Male,764482,20746,2.71,1.95,40452.8,1853,8.93,21.83,291114.44,7.2,10,74.2,69.9,66.2
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-19,Search,Mobile,United States,25-34,Male,870905,16255,1.87,1.54,24989.56,1111,6.83,22.49,165103.59,6.61,9,83.8,75.4,77.3
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-19,Shopping,Mobile,United States,45-54,Female,379012,8916,2.35,2.22,19791.32,793,8.89,24.96,132304.19,6.68,9,76.7,74.8,73.4
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-20,Search,Mobile,United States,18-24,Female,850085,27083,3.19,2.45,66298.18,2194,8.1,30.22,294780.78,4.45,10,64.0,64.7,59.3
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-20,Shopping,Mobile,United States,25-34,Female,885254,16194,1.83,2.12,34410.86,1120,6.92,30.72,185832.32,5.4,9,66.1,80.2,73.7
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-20,Shopping,Desktop,United States,35-44,Female,682170,21255,3.12,1.69,35829.57,2146,10.1,16.7,360584.78,10.06,10,71.2,63.9,61.3
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-20,Search,Mobile,United States,25-34,Female,910886,24232,2.66,1.74,42093.3,2054,8.48,20.49,285746.77,6.79,9,66.0,81.9,67.1
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-20,Shopping,Mobile,United States,45-54,Male,404605,12840,3.17,1.9,24383.17,984,7.66,24.78,147616.81,6.05,9,76.5,74.3,58.1
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-20,Shopping,Mobile,United States,45-54,Male,464073,13608,2.93,2.12,28794.05,1413,10.38,20.38,212294.04,7.37,9,68.1,77.3,61.6
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-20,Shopping,Desktop,United States,45-54,Male,702314,13308,1.89,2.27,30187.78,811,6.09,37.22,122545.46,4.06,8,66.7,78.6,68.1
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-20,Search,Mobile,United States,18-24,Female,730049,20993,2.88,2.25,47241.94,1809,8.62,26.11,271722.81,5.75,8,76.9,82.5,58.9
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-20,Shopping,Mobile,United States,18-24,Female,762432,16601,2.18,2.13,35390.21,1539,9.27,23.0,224104.28,6.33,9,68.6,82.4,73.2
